Timepoint,Clock_Time,ID,MODEL,METRIC,VALUE,GROUP,UNITS
Baseline,NA,B-LR 19,B-LR,LDH,120,CMP,U/L
Baseline,NA,B-LR 19,B-LR,CREA,0.4,CMP,mg/dL
Baseline,NA,B-LR 19,B-LR,BUN,9.28,CMP,mg/dL
Baseline,NA,B-LR 19,B-LR,AMY,262,CMP,U/L
Baseline,NA,B-LR 19,B-LR,TG,94.28,CMP,mg/dL
Baseline,NA,B-LR 19,B-LR,GLU,208.4,CMP,mg/dL
Baseline,NA,B-LR 19,B-LR,GGT,12,CMP,U/L
Baseline,NA,B-LR 19,B-LR,CKHR_time,11.7,TEG 5000,min
Baseline,NA,B-LR 19,B-LR,APTT,125.8,Coag Panel,sec
Baseline,NA,B-LR 19,B-LR,PT,13.5,Coag Panel,sec
Baseline,NA,B-LR 19,B-LR,TT,50.7,Coag Panel,sec
Baseline,NA,B-LR 19,B-LR,Fib,1.42,Coag Panel,g/L
EOS,NA,B-LR 19,B-LR,MAP,59,MAP,mmHg
EOS,NA,B-LR 19,B-LR,bpm,200,Heart rate,bpm
EOS,NA,B-LR 19,B-LR,RBC,6.48,CBC,M/mL
EOS,NA,B-LR 19,B-LR,Hb,14.4,CBC,mg/dL
EOS,NA,B-LR 19,B-LR,HCT,43.9,CBC,mmHg
EOS,NA,B-LR 19,B-LR,PLT,118,CBC,10^3/uL
EOS,NA,B-LR 19,B-LR,WBC,7,CBC,10^3/uL
EOS,NA,B-LR 19,B-LR,X._Free_Hb,0,% Free Hb,%
EOS,NA,B-LR 19,B-LR,LAC,1,ABG,mmol/L
EOS,NA,B-LR 19,B-LR,pH,7.504,ABG,value
EOS,NA,B-LR 19,B-LR,pCO2,46,ABG,mmHg
EOS,NA,B-LR 19,B-LR,pO2,71.8,ABG,mmHg
EOR,NA,B-LR 19,B-LR,MAP,58,MAP,mmHg
EOR,NA,B-LR 19,B-LR,bpm,270,Heart rate,bpm
EOR,NA,B-LR 19,B-LR,RBC,4.06,CBC,M/mL
EOR,NA,B-LR 19,B-LR,Hb,9.2,CBC,mg/dL
EOR,NA,B-LR 19,B-LR,HCT,27.1,CBC,mmHg
EOR,NA,B-LR 19,B-LR,PLT,146,CBC,10^3/uL
EOR,NA,B-LR 19,B-LR,WBC,7,CBC,10^3/uL
EOR,NA,B-LR 19,B-LR,X._Free_Hb,0,% Free Hb,%
EOR,NA,B-LR 19,B-LR,LAC,1.9,ABG,mmol/L
EOR,NA,B-LR 19,B-LR,pH,7.495,ABG,value
EOR,NA,B-LR 19,B-LR,pCO2,44.1,ABG,mmHg
EOR,NA,B-LR 19,B-LR,pO2,67,ABG,mmHg
EOR,NA,B-LR 19,B-LR,AST,39,CMP,U/L
EOR,NA,B-LR 19,B-LR,ALT,41,CMP,U/L
EOR,NA,B-LR 19,B-LR,LDH,207,CMP,U/L
EOR,NA,B-LR 19,B-LR,CREA,0.8,CMP,mg/dL
EOR,NA,B-LR 19,B-LR,BUN,12.26,CMP,mg/dL
EOR,NA,B-LR 19,B-LR,AMY,200,CMP,U/L
EOR,NA,B-LR 19,B-LR,TG,5.76,CMP,mg/dL
EOR,NA,B-LR 19,B-LR,GLU,155.86,CMP,mg/dL
EOR,NA,B-LR 19,B-LR,GGT,6,CMP,U/L
EOR,NA,B-LR 19,B-LR,CKHR_time,10.1,TEG 5000,min
EOR,NA,B-LR 19,B-LR,CKH_K,12.7,TEG 5000,min
EOR,NA,B-LR 19,B-LR,CKH_angle,69.3,TEG 5000,degree
EOR,NA,B-LR 19,B-LR,CKH_MA,56.5,TEG 5000,mm
EOR,NA,B-LR 19,B-LR,APTT,140.8,Coag Panel,sec
EOR,NA,B-LR 19,B-LR,PT,14.8,Coag Panel,sec
EOR,NA,B-LR 19,B-LR,TT,18.5,Coag Panel,sec
EOR,NA,B-LR 19,B-LR,Fib,2.3,Coag Panel,g/L
10%,NA,B-LR 19,B-LR,MAP,70,MAP,mmHg
10%,NA,B-LR 19,B-LR,bpm,265,Heart rate,bpm
10%,NA,B-LR 19,B-LR,WBC,6.3,CBC,10^3/uL
10%,NA,B-LR 19,B-LR,LAC,1.1,ABG,mmol/L
10%,NA,B-LR 19,B-LR,pH,7.467,ABG,value
10%,NA,B-LR 19,B-LR,pCO2,39.7,ABG,mmHg
10%,NA,B-LR 19,B-LR,pO2,71,ABG,mmHg
7.5%,NA,B-LR 19,B-LR,MAP,74,MAP,mmHg
7.5%,NA,B-LR 19,B-LR,bpm,265,Heart rate,bpm
7.5%,NA,B-LR 19,B-LR,WBC,7.7,CBC,10^3/uL
7.5%,NA,B-LR 19,B-LR,LAC,0.6,ABG,mmol/L
7.5%,NA,B-LR 19,B-LR,pH,7.458,ABG,value
7.5%,NA,B-LR 19,B-LR,pCO2,35.8,ABG,mmHg
7.5%,NA,B-LR 19,B-LR,pO2,80.2,ABG,mmHg
5%,13:10,B-LR 19,B-LR,MAP,65,MAP,mmHg
5%,13:10,B-LR 19,B-LR,bpm,281,Heart rate,bpm
5%,13:10,B-LR 19,B-LR,WBC,6.7,CBC,10^3/uL
5%,13:10,B-LR 19,B-LR,LAC,0.7,ABG,mmol/L
5%,13:10,B-LR 19,B-LR,pH,7.494,ABG,value
5%,13:10,B-LR 19,B-LR,pCO2,34.7,ABG,mmHg
5%,13:10,B-LR 19,B-LR,pO2,79.5,ABG,mmHg
2.5%,14:10,B-LR 19,B-LR,MAP,64,MAP,mmHg
2.5%,14:10,B-LR 19,B-LR,bpm,273,Heart rate,bpm
2.5%,14:10,B-LR 19,B-LR,WBC,7,CBC,10^3/uL
EOB,14:20,B-LR 19,B-LR,MAP,64,MAP,mmHg
EOB,14:20,B-LR 19,B-LR,bpm,268,Heart rate,bpm
EOB,14:20,B-LR 19,B-LR,RBC,4.07,CBC,M/mL
EOB,14:20,B-LR 19,B-LR,Hb,9.1,CBC,mg/dL
EOB,14:20,B-LR 19,B-LR,HCT,27.1,CBC,mmHg
EOB,14:20,B-LR 19,B-LR,PLT,162,CBC,10^3/uL
EOB,14:20,B-LR 19,B-LR,X._Free_Hb,0,% Free Hb,%
EOB,14:20,B-LR 19,B-LR,AST,82,CMP,U/L
EOB,14:20,B-LR 19,B-LR,ALT,66,CMP,U/L
EOB,14:20,B-LR 19,B-LR,LDH,345,CMP,U/L
EOB,14:20,B-LR 19,B-LR,CREA,0.4,CMP,mg/dL
EOB,14:20,B-LR 19,B-LR,BUN,16.17,CMP,mg/dL
EOB,14:20,B-LR 19,B-LR,AMY,279,CMP,U/L
EOB,14:20,B-LR 19,B-LR,TG,86.99,CMP,mg/dL
EOB,14:20,B-LR 19,B-LR,GLU,158.97,CMP,mg/dL
EOB,14:20,B-LR 19,B-LR,GGT,8,CMP,U/L
EOB,14:20,B-LR 19,B-LR,CKHR_time,6.3,TEG 5000,min
EOB,14:20,B-LR 19,B-LR,CKH_K,6.2,TEG 5000,min
EOB,14:20,B-LR 19,B-LR,CKH_angle,67.3,TEG 5000,degree
EOB,14:20,B-LR 19,B-LR,CKH_MA,58.9,TEG 5000,mm
EOB,14:20,B-LR 19,B-LR,APTT,103.8,Coag Panel,sec
EOB,14:20,B-LR 19,B-LR,PT,11.9,Coag Panel,sec
EOB,14:20,B-LR 19,B-LR,TT,15.6,Coag Panel,sec
EOB,14:20,B-LR 19,B-LR,Fib,2.29,Coag Panel,g/L
24HR,22:10,B-LR 19,B-LR,MAP,59,MAP,mmHg
24HR,22:10,B-LR 19,B-LR,bpm,271,Heart rate,bpm
24HR,22:10,B-LR 19,B-LR,RBC,4.04,CBC,M/mL
24HR,22:10,B-LR 19,B-LR,Hb,8.8,CBC,mg/dL
24HR,22:10,B-LR 19,B-LR,HCT,29.1,CBC,mmHg
24HR,22:10,B-LR 19,B-LR,PLT,153,CBC,10^3/uL
24HR,22:10,B-LR 19,B-LR,WBC,2.3,CBC,10^3/uL
24HR,22:10,B-LR 19,B-LR,X._Free_Hb,0,% Free Hb,%
24HR,22:10,B-LR 19,B-LR,LAC,2.2,ABG,mmol/L
24HR,22:10,B-LR 19,B-LR,pH,7.783,ABG,value
24HR,22:10,B-LR 19,B-LR,pCO2,13.4,ABG,mmHg
24HR,22:10,B-LR 19,B-LR,pO2,201,ABG,mmHg
24HR,22:10,B-LR 19,B-LR,AST,22,CMP,U/L
24HR,22:10,B-LR 19,B-LR,ALT,77,CMP,U/L
24HR,22:10,B-LR 19,B-LR,LDH,77,CMP,U/L
24HR,22:10,B-LR 19,B-LR,CREA,0.7,CMP,mg/dL
24HR,22:10,B-LR 19,B-LR,BUN,10.66,CMP,mg/dL
24HR,22:10,B-LR 19,B-LR,AMY,481,CMP,U/L
24HR,22:10,B-LR 19,B-LR,TG,220.27,CMP,mg/dL
24HR,22:10,B-LR 19,B-LR,GLU,141.81,CMP,mg/dL
24HR,22:10,B-LR 19,B-LR,GGT,7,CMP,U/L
24HR,22:10,B-LR 19,B-LR,CKHR_time,10.6,TEG 5000,min
24HR,22:10,B-LR 19,B-LR,CKH_K,17,TEG 5000,min
24HR,22:10,B-LR 19,B-LR,CKH_angle,44.2,TEG 5000,degree
24HR,22:10,B-LR 19,B-LR,APTT,135.9,Coag Panel,sec
24HR,22:10,B-LR 19,B-LR,PT,11.2,Coag Panel,sec
24HR,22:10,B-LR 19,B-LR,TT,41.6,Coag Panel,sec
24HR,22:10,B-LR 19,B-LR,Fib,5.44,Coag Panel,g/L
Baseline,07:00,B-EM 02,B-EM,MAP,67,MAP,mmHg
Baseline,07:00,B-EM 02,B-EM,bpm,240,Heart rate,bpm
Baseline,07:00,B-EM 02,B-EM,RBC,5.49,CBC,M/mL
Baseline,07:00,B-EM 02,B-EM,Hb,11,CBC,mg/dL
Baseline,07:00,B-EM 02,B-EM,HCT,34.7,CBC,mmHg
Baseline,07:00,B-EM 02,B-EM,PLT,349,CBC,10^3/uL
Baseline,07:00,B-EM 02,B-EM,X._Free_Hb,0,% Free Hb,%
Baseline,07:00,B-EM 02,B-EM,LAC,3.6,ABG,mmol/L
EOS,09:52,B-EM 02,B-EM,MAP,82,MAP,mmHg
EOS,09:52,B-EM 02,B-EM,bpm,206,Heart rate,bpm
EOS,09:52,B-EM 02,B-EM,RBC,3.93,CBC,M/mL
EOS,09:52,B-EM 02,B-EM,Hb,8,CBC,mg/dL
EOS,09:52,B-EM 02,B-EM,HCT,24.4,CBC,mmHg
EOS,09:52,B-EM 02,B-EM,PLT,254,CBC,10^3/uL
EOS,09:52,B-EM 02,B-EM,X._Free_Hb,0,% Free Hb,%
EOS,09:52,B-EM 02,B-EM,LAC,2.5,ABG,mmol/L
EOR,10:02,B-EM 02,B-EM,MAP,60,MAP,mmHg
EOR,10:02,B-EM 02,B-EM,bpm,235,Heart rate,bpm
EOR,10:02,B-EM 02,B-EM,RBC,2.56,CBC,M/mL
EOR,10:02,B-EM 02,B-EM,Hb,5.3,CBC,mg/dL
EOR,10:02,B-EM 02,B-EM,HCT,15.8,CBC,mmHg
EOR,10:02,B-EM 02,B-EM,PLT,199,CBC,10^3/uL
EOR,10:02,B-EM 02,B-EM,X._Free_Hb,0,% Free Hb,%
EOR,10:02,B-EM 02,B-EM,LAC,2.2,ABG,mmol/L
10%,11:02,B-EM 02,B-EM,MAP,58,MAP,mmHg
10%,11:02,B-EM 02,B-EM,bpm,282,Heart rate,bpm
10%,11:02,B-EM 02,B-EM,LAC,1.4,ABG,mmol/L
7.5%,12:02,B-EM 02,B-EM,MAP,58,MAP,mmHg
7.5%,12:02,B-EM 02,B-EM,bpm,282,Heart rate,bpm
7.5%,12:02,B-EM 02,B-EM,LAC,1.3,ABG,mmol/L
5%,13:02,B-EM 02,B-EM,MAP,66,MAP,mmHg
5%,13:02,B-EM 02,B-EM,bpm,172,Heart rate,bpm
5%,13:02,B-EM 02,B-EM,LAC,2.5,ABG,mmol/L
2.5%,14:02,B-EM 02,B-EM,MAP,57,MAP,mmHg
2.5%,14:02,B-EM 02,B-EM,bpm,282,Heart rate,bpm
2.5%,14:02,B-EM 02,B-EM,LAC,2.9,ABG,mmol/L
EOB,14:12,B-EM 02,B-EM,MAP,55,MAP,mmHg
EOB,14:12,B-EM 02,B-EM,bpm,218,Heart rate,bpm
EOB,14:12,B-EM 02,B-EM,RBC,2.34,CBC,M/mL
EOB,14:12,B-EM 02,B-EM,Hb,4.8,CBC,mg/dL
EOB,14:12,B-EM 02,B-EM,HCT,14.2,CBC,mmHg
EOB,14:12,B-EM 02,B-EM,PLT,219,CBC,10^3/uL
EOB,14:12,B-EM 02,B-EM,X._Free_Hb,0,% Free Hb,%
EOB,14:12,B-EM 02,B-EM,LAC,2.5,ABG,mmol/L
24HR,10:02,B-EM 02,B-EM,MAP,63,MAP,mmHg
24HR,10:02,B-EM 02,B-EM,bpm,226,Heart rate,bpm
24HR,10:02,B-EM 02,B-EM,RBC,2.48,CBC,M/mL
24HR,10:02,B-EM 02,B-EM,Hb,4.9,CBC,mg/dL
24HR,10:02,B-EM 02,B-EM,HCT,15.1,CBC,mmHg
24HR,10:02,B-EM 02,B-EM,X._Free_Hb,0,% Free Hb,%
24HR,10:02,B-EM 02,B-EM,LAC,3.5,ABG,mmol/L
48HR,10:02,B-EM 02,B-EM,MAP,67,MAP,mmHg
48HR,10:02,B-EM 02,B-EM,bpm,173,Heart rate,bpm
48HR,10:02,B-EM 02,B-EM,RBC,2.26,CBC,M/mL
48HR,10:02,B-EM 02,B-EM,Hb,4.5,CBC,mg/dL
48HR,10:02,B-EM 02,B-EM,HCT,13.6,CBC,mmHg
48HR,10:02,B-EM 02,B-EM,X._Free_Hb,0,% Free Hb,%
48HR,10:02,B-EM 02,B-EM,LAC,2.7,ABG,mmol/L
72HR,10:02,B-EM 02,B-EM,MAP,57,MAP,mmHg
72HR,10:02,B-EM 02,B-EM,bpm,273,Heart rate,bpm
72HR,10:02,B-EM 02,B-EM,RBC,2.21,CBC,M/mL
72HR,10:02,B-EM 02,B-EM,Hb,4.5,CBC,mg/dL
72HR,10:02,B-EM 02,B-EM,HCT,13.7,CBC,mmHg
72HR,10:02,B-EM 02,B-EM,X._Free_Hb,0,% Free Hb,%
72HR,10:02,B-EM 02,B-EM,LAC,2.8,ABG,mmol/L
