Timepoint,Clock_Time,ID,MODEL,METRIC,VALUE,GROUP,UNITS
20%,12:11,B-B 16,B-B,pO2,108,ABG,mmHg
15%,13:11,B-B 16,B-B,MAP,71,MAP,mmHg
15%,13:11,B-B 16,B-B,bpm,286,Heart rate,bpm
15%,13:11,B-B 16,B-B,LAC,2.4,ABG,mmol/L
15%,13:11,B-B 16,B-B,pH,7.501,ABG,value
15%,13:11,B-B 16,B-B,pCO2,34.2,ABG,mmHg
15%,13:11,B-B 16,B-B,pO2,102,ABG,mmHg
10%,14:11,B-B 16,B-B,MAP,68,MAP,mmHg
10%,14:11,B-B 16,B-B,bpm,275,Heart rate,bpm
10%,14:11,B-B 16,B-B,LAC,1.5,ABG,mmol/L
10%,14:11,B-B 16,B-B,pH,7.476,ABG,value
10%,14:11,B-B 16,B-B,pCO2,37.4,ABG,mmHg
10%,14:11,B-B 16,B-B,pO2,88.8,ABG,mmHg
EOB,15:11,B-B 16,B-B,MAP,69,MAP,mmHg
EOB,15:11,B-B 16,B-B,bpm,256,Heart rate,bpm
EOB,15:11,B-B 16,B-B,LAC,0.8,ABG,mmol/L
EOB,15:11,B-B 16,B-B,pH,7.48,ABG,value
EOB,15:11,B-B 16,B-B,pCO2,34.5,ABG,mmHg
EOB,15:11,B-B 16,B-B,pO2,94.6,ABG,mmHg
1HR,15:21,B-B 16,B-B,MAP,70,MAP,mmHg
1HR,15:21,B-B 16,B-B,bpm,265,Heart rate,bpm
1HR,15:21,B-B 16,B-B,RBC,4.67,CBC,M/mL
1HR,15:21,B-B 16,B-B,Hb,9.9,CBC,mg/dL
1HR,15:21,B-B 16,B-B,HCT,31,CBC,mmHg
1HR,15:21,B-B 16,B-B,PLT,202,CBC,10^3/uL
1HR,15:21,B-B 16,B-B,WBC,6.6,CBC,10^3/uL
1HR,15:21,B-B 16,B-B,LAC,0.8,ABG,mmol/L
1HR,15:21,B-B 16,B-B,pH,7.491,ABG,value
1HR,15:21,B-B 16,B-B,pCO2,35.3,ABG,mmHg
1HR,15:21,B-B 16,B-B,pO2,88.8,ABG,mmHg
1HR,15:21,B-B 16,B-B,AST,153,CMP,U/L
1HR,15:21,B-B 16,B-B,ALT,74,CMP,U/L
1HR,15:21,B-B 16,B-B,LDH,306,CMP,U/L
1HR,15:21,B-B 16,B-B,CREA,0.7,CMP,mg/dL
1HR,15:21,B-B 16,B-B,BUN,24.31,CMP,mg/dL
1HR,15:21,B-B 16,B-B,AMY,211,CMP,U/L
1HR,15:21,B-B 16,B-B,TG,108.26,CMP,mg/dL
1HR,15:21,B-B 16,B-B,GLU,124.03,CMP,mg/dL
1HR,15:21,B-B 16,B-B,GGT,8,CMP,U/L
1HR,15:21,B-B 16,B-B,APTT,9.5,Coag Panel,sec
1HR,15:21,B-B 16,B-B,PT,22.2,Coag Panel,sec
1HR,15:21,B-B 16,B-B,Fib,4.66,Coag Panel,g/L
24HR,23:11,B-B 16,B-B,MAP,85,MAP,mmHg
24HR,23:11,B-B 16,B-B,bpm,295,Heart rate,bpm
24HR,23:11,B-B 16,B-B,RBC,4.79,CBC,M/mL
24HR,23:11,B-B 16,B-B,Hb,10,CBC,mg/dL
24HR,23:11,B-B 16,B-B,HCT,32,CBC,mmHg
24HR,23:11,B-B 16,B-B,PLT,252,CBC,10^3/uL
24HR,23:11,B-B 16,B-B,WBC,7.8,CBC,10^3/uL
24HR,23:11,B-B 16,B-B,LAC,1.1,ABG,mmol/L
24HR,23:11,B-B 16,B-B,pH,7.478,ABG,value
24HR,23:11,B-B 16,B-B,pCO2,37.7,ABG,mmHg
24HR,23:11,B-B 16,B-B,pO2,74.2,ABG,mmHg
24HR,23:11,B-B 16,B-B,AST,141,CMP,U/L
24HR,23:11,B-B 16,B-B,ALT,180,CMP,U/L
24HR,23:11,B-B 16,B-B,LDH,259,CMP,U/L
24HR,23:11,B-B 16,B-B,CREA,0.5,CMP,mg/dL
24HR,23:11,B-B 16,B-B,BUN,18.25,CMP,mg/dL
24HR,23:11,B-B 16,B-B,AMY,493,CMP,U/L
24HR,23:11,B-B 16,B-B,TG,192.97,CMP,mg/dL
24HR,23:11,B-B 16,B-B,GLU,147.48,CMP,mg/dL
24HR,23:11,B-B 16,B-B,GGT,8,CMP,U/L
24HR,23:11,B-B 16,B-B,APTT,103.8,Coag Panel,sec
24HR,23:11,B-B 16,B-B,PT,13.3,Coag Panel,sec
24HR,23:11,B-B 16,B-B,Fib,7.18,Coag Panel,g/L
48HR,23:11,B-B 16,B-B,MAP,81,MAP,mmHg
48HR,23:11,B-B 16,B-B,bpm,246,Heart rate,bpm
48HR,23:11,B-B 16,B-B,RBC,4.82,CBC,M/mL
48HR,23:11,B-B 16,B-B,Hb,10.6,CBC,mg/dL
48HR,23:11,B-B 16,B-B,HCT,32.2,CBC,mmHg
48HR,23:11,B-B 16,B-B,PLT,340,CBC,10^3/uL
48HR,23:11,B-B 16,B-B,WBC,7.6,CBC,10^3/uL
48HR,23:11,B-B 16,B-B,LAC,7.6,ABG,mmol/L
48HR,23:11,B-B 16,B-B,pH,7.262,ABG,value
48HR,23:11,B-B 16,B-B,pCO2,55.3,ABG,mmHg
48HR,23:11,B-B 16,B-B,pO2,34.7,ABG,mmHg
48HR,23:11,B-B 16,B-B,AST,33,CMP,U/L
48HR,23:11,B-B 16,B-B,ALT,160,CMP,U/L
48HR,23:11,B-B 16,B-B,LDH,60,CMP,U/L
48HR,23:11,B-B 16,B-B,CREA,0.5,CMP,mg/dL
48HR,23:11,B-B 16,B-B,BUN,14.86,CMP,mg/dL
48HR,23:11,B-B 16,B-B,AMY,430,CMP,U/L
48HR,23:11,B-B 16,B-B,TG,182.27,CMP,mg/dL
48HR,23:11,B-B 16,B-B,GLU,158.54,CMP,mg/dL
48HR,23:11,B-B 16,B-B,GGT,8,CMP,U/L
48HR,23:11,B-B 16,B-B,APTT,139.4,Coag Panel,sec
48HR,23:11,B-B 16,B-B,PT,11.5,Coag Panel,sec
48HR,23:11,B-B 16,B-B,TT,31,Coag Panel,sec
48HR,23:11,B-B 16,B-B,Fib,3.95,Coag Panel,g/L
Baseline,NA,B-B 17,B-B,MAP,69,MAP,mmHg
Baseline,NA,B-B 17,B-B,RBC,6.82,CBC,M/mL
Baseline,NA,B-B 17,B-B,Hb,13.3,CBC,mg/dL
Baseline,NA,B-B 17,B-B,HCT,40.8,CBC,mmHg
Baseline,NA,B-B 17,B-B,PLT,173,CBC,10^3/uL
Baseline,NA,B-B 17,B-B,WBC,5.6,CBC,10^3/uL
Baseline,NA,B-B 17,B-B,LAC,1.2,ABG,mmol/L
Baseline,NA,B-B 17,B-B,pH,7.445,ABG,value
Baseline,NA,B-B 17,B-B,pCO2,29.1,ABG,mmHg
Baseline,NA,B-B 17,B-B,pO2,85.9,ABG,mmHg
Baseline,NA,B-B 17,B-B,AST,232,CMP,U/L
Baseline,NA,B-B 17,B-B,ALT,135,CMP,U/L
Baseline,NA,B-B 17,B-B,LDH,125,CMP,U/L
Baseline,NA,B-B 17,B-B,CREA,0.4,CMP,mg/dL
Baseline,NA,B-B 17,B-B,BUN,11.19,CMP,mg/dL
Baseline,NA,B-B 17,B-B,AMY,185,CMP,U/L
Baseline,NA,B-B 17,B-B,TG,148.37,CMP,mg/dL
Baseline,NA,B-B 17,B-B,GLU,122.41,CMP,mg/dL
Baseline,NA,B-B 17,B-B,GGT,10,CMP,U/L
EOS,NA,B-B 17,B-B,MAP,36,MAP,mmHg
EOS,NA,B-B 17,B-B,RBC,5.18,CBC,M/mL
EOS,NA,B-B 17,B-B,Hb,10.1,CBC,mg/dL
EOS,NA,B-B 17,B-B,HCT,30.8,CBC,mmHg
EOS,NA,B-B 17,B-B,PLT,175,CBC,10^3/uL
EOS,NA,B-B 17,B-B,WBC,3.3,CBC,10^3/uL
EOS,NA,B-B 17,B-B,LAC,17,ABG,mmol/L
EOS,NA,B-B 17,B-B,pH,7.192,ABG,value
EOS,NA,B-B 17,B-B,pCO2,9,ABG,mmHg
EOS,NA,B-B 17,B-B,pO2,118,ABG,mmHg
EOR,NA,B-B 17,B-B,MAP,68,MAP,mmHg
EOR,NA,B-B 17,B-B,RBC,6.01,CBC,M/mL
EOR,NA,B-B 17,B-B,Hb,11.3,CBC,mg/dL
EOR,NA,B-B 17,B-B,HCT,36.1,CBC,mmHg
EOR,NA,B-B 17,B-B,PLT,257,CBC,10^3/uL
EOR,NA,B-B 17,B-B,WBC,7.1,CBC,10^3/uL
EOR,NA,B-B 17,B-B,LAC,17,ABG,mmol/L
EOR,NA,B-B 17,B-B,pH,7.085,ABG,value
EOR,NA,B-B 17,B-B,pCO2,20,ABG,mmHg
EOR,NA,B-B 17,B-B,pO2,118,ABG,mmHg
EOR,NA,B-B 17,B-B,AST,650,CMP,U/L
EOR,NA,B-B 17,B-B,ALT,407,CMP,U/L
EOR,NA,B-B 17,B-B,LDH,933,CMP,U/L
EOR,NA,B-B 17,B-B,CREA,0.6,CMP,mg/dL
EOR,NA,B-B 17,B-B,BUN,23.41,CMP,mg/dL
EOR,NA,B-B 17,B-B,AMY,246,CMP,U/L
EOR,NA,B-B 17,B-B,TG,97.1,CMP,mg/dL
EOR,NA,B-B 17,B-B,GLU,223.17,CMP,mg/dL
EOR,NA,B-B 17,B-B,GGT,10,CMP,U/L
20%,NA,B-B 17,B-B,MAP,58,MAP,mmHg
20%,NA,B-B 17,B-B,LAC,10.3,ABG,mmol/L
20%,NA,B-B 17,B-B,pH,7.358,ABG,value
20%,NA,B-B 17,B-B,pCO2,18.8,ABG,mmHg
20%,NA,B-B 17,B-B,pO2,113,ABG,mmHg
15%,NA,B-B 17,B-B,MAP,57,MAP,mmHg
15%,NA,B-B 17,B-B,LAC,5.1,ABG,mmol/L
15%,NA,B-B 17,B-B,pH,7.403,ABG,value
15%,NA,B-B 17,B-B,pCO2,20.8,ABG,mmHg
15%,NA,B-B 17,B-B,pO2,109,ABG,mmHg
10%,NA,B-B 17,B-B,MAP,53,MAP,mmHg
10%,NA,B-B 17,B-B,LAC,3,ABG,mmol/L
10%,NA,B-B 17,B-B,pH,7.428,ABG,value
10%,NA,B-B 17,B-B,pCO2,20.7,ABG,mmHg
10%,NA,B-B 17,B-B,pO2,102,ABG,mmHg
EOB,NA,B-B 17,B-B,MAP,70,MAP,mmHg
EOB,NA,B-B 17,B-B,LAC,3.1,ABG,mmol/L
EOB,NA,B-B 17,B-B,pH,7.435,ABG,value
EOB,NA,B-B 17,B-B,pCO2,23.5,ABG,mmHg
EOB,NA,B-B 17,B-B,pO2,101,ABG,mmHg
1HR,NA,B-B 17,B-B,MAP,77,MAP,mmHg
1HR,NA,B-B 17,B-B,RBC,5.93,CBC,M/mL
1HR,NA,B-B 17,B-B,Hb,11.1,CBC,mg/dL
1HR,NA,B-B 17,B-B,HCT,35.5,CBC,mmHg
1HR,NA,B-B 17,B-B,PLT,206,CBC,10^3/uL
1HR,NA,B-B 17,B-B,WBC,5.3,CBC,10^3/uL
1HR,NA,B-B 17,B-B,LAC,3.1,ABG,mmol/L
1HR,NA,B-B 17,B-B,pH,7.43,ABG,value
1HR,NA,B-B 17,B-B,pCO2,24.7,ABG,mmHg
1HR,NA,B-B 17,B-B,pO2,102,ABG,mmHg
1HR,NA,B-B 17,B-B,AST,650,CMP,U/L
1HR,NA,B-B 17,B-B,ALT,650,CMP,U/L
1HR,NA,B-B 17,B-B,LDH,878,CMP,U/L
1HR,NA,B-B 17,B-B,CREA,0.6,CMP,mg/dL
1HR,NA,B-B 17,B-B,BUN,27.14,CMP,mg/dL
1HR,NA,B-B 17,B-B,AMY,227,CMP,U/L
1HR,NA,B-B 17,B-B,TG,129.51,CMP,mg/dL
1HR,NA,B-B 17,B-B,GLU,161.33,CMP,mg/dL
1HR,NA,B-B 17,B-B,GGT,13,CMP,U/L
24HR,NA,B-B 17,B-B,MAP,66,MAP,mmHg
24HR,NA,B-B 17,B-B,RBC,6.57,CBC,M/mL
24HR,NA,B-B 17,B-B,Hb,12.5,CBC,mg/dL
24HR,NA,B-B 17,B-B,HCT,39.2,CBC,mmHg
24HR,NA,B-B 17,B-B,PLT,239,CBC,10^3/uL
24HR,NA,B-B 17,B-B,WBC,5.4,CBC,10^3/uL
24HR,NA,B-B 17,B-B,LAC,1.3,ABG,mmol/L
24HR,NA,B-B 17,B-B,pH,7.462,ABG,value
24HR,NA,B-B 17,B-B,pCO2,27.7,ABG,mmHg
24HR,NA,B-B 17,B-B,pO2,91.2,ABG,mmHg
24HR,NA,B-B 17,B-B,AST,650,CMP,U/L
24HR,NA,B-B 17,B-B,ALT,650,CMP,U/L
24HR,NA,B-B 17,B-B,LDH,1200,CMP,U/L
24HR,NA,B-B 17,B-B,CREA,0.1,CMP,mg/dL
24HR,NA,B-B 17,B-B,BUN,40.38,CMP,mg/dL
24HR,NA,B-B 17,B-B,AMY,360,CMP,U/L
24HR,NA,B-B 17,B-B,TG,228.54,CMP,mg/dL
24HR,NA,B-B 17,B-B,GLU,152.18,CMP,mg/dL
24HR,NA,B-B 17,B-B,GGT,26,CMP,U/L
48HR,NA,B-B 17,B-B,MAP,65,MAP,mmHg
48HR,NA,B-B 17,B-B,RBC,5.91,CBC,M/mL
48HR,NA,B-B 17,B-B,Hb,10.9,CBC,mg/dL
48HR,NA,B-B 17,B-B,HCT,34.9,CBC,mmHg
48HR,NA,B-B 17,B-B,PLT,257,CBC,10^3/uL
48HR,NA,B-B 17,B-B,WBC,6.3,CBC,10^3/uL
48HR,NA,B-B 17,B-B,LAC,1.4,ABG,mmol/L
48HR,NA,B-B 17,B-B,pH,7.46,ABG,value
48HR,NA,B-B 17,B-B,pCO2,32.8,ABG,mmHg
48HR,NA,B-B 17,B-B,pO2,84.9,ABG,mmHg
48HR,NA,B-B 17,B-B,AST,650,CMP,U/L
48HR,NA,B-B 17,B-B,ALT,650,CMP,U/L
48HR,NA,B-B 17,B-B,LDH,672,CMP,U/L
48HR,NA,B-B 17,B-B,CREA,0.5,CMP,mg/dL
48HR,NA,B-B 17,B-B,BUN,25.73,CMP,mg/dL
48HR,NA,B-B 17,B-B,AMY,800,CMP,U/L
48HR,NA,B-B 17,B-B,TG,384.12,CMP,mg/dL
48HR,NA,B-B 17,B-B,GLU,134.19,CMP,mg/dL
48HR,NA,B-B 17,B-B,GGT,27,CMP,U/L
Baseline,07:30,B-B 19,B-B,MAP,28,MAP,mmHg
Baseline,07:30,B-B 19,B-B,bpm,268,Heart rate,bpm
Baseline,07:30,B-B 19,B-B,RBC,5.82,CBC,M/mL
Baseline,07:30,B-B 19,B-B,Hb,13,CBC,mg/dL
Baseline,07:30,B-B 19,B-B,HCT,38,CBC,mmHg
Baseline,07:30,B-B 19,B-B,PLT,196,CBC,10^3/uL
Baseline,07:30,B-B 19,B-B,WBC,9.3,CBC,10^3/uL
Baseline,07:30,B-B 19,B-B,LAC,1,ABG,mmol/L
Baseline,07:30,B-B 19,B-B,pH,7.474,ABG,value
Baseline,07:30,B-B 19,B-B,pCO2,38.2,ABG,mmHg
Baseline,07:30,B-B 19,B-B,pO2,87.3,ABG,mmHg
Baseline,07:30,B-B 19,B-B,AST,66,CMP,U/L
Baseline,07:30,B-B 19,B-B,ALT,62,CMP,U/L
Baseline,07:30,B-B 19,B-B,LDH,348,CMP,U/L
Baseline,07:30,B-B 19,B-B,CREA,0.2,CMP,mg/dL
Baseline,07:30,B-B 19,B-B,BUN,11.61,CMP,mg/dL
Baseline,07:30,B-B 19,B-B,AMY,238,CMP,U/L
Baseline,07:30,B-B 19,B-B,TG,128.81,CMP,mg/dL
Baseline,07:30,B-B 19,B-B,GLU,153.1,CMP,mg/dL
Baseline,07:30,B-B 19,B-B,GGT,8,CMP,U/L
Baseline,07:30,B-B 19,B-B,APTT,15.1,Coag Panel,sec
Baseline,07:30,B-B 19,B-B,PT,16.4,Coag Panel,sec
Baseline,07:30,B-B 19,B-B,Fib,2.57,Coag Panel,g/L
EOS,09:50,B-B 19,B-B,MAP,62,MAP,mmHg
EOS,09:50,B-B 19,B-B,bpm,176,Heart rate,bpm
EOS,09:50,B-B 19,B-B,RBC,3.39,CBC,M/mL
EOS,09:50,B-B 19,B-B,Hb,7.4,CBC,mg/dL
EOS,09:50,B-B 19,B-B,HCT,21.6,CBC,mmHg
EOS,09:50,B-B 19,B-B,PLT,170,CBC,10^3/uL
EOS,09:50,B-B 19,B-B,WBC,6.9,CBC,10^3/uL
EOS,09:50,B-B 19,B-B,LAC,16,ABG,mmol/L
EOS,09:50,B-B 19,B-B,pH,7.37,ABG,value
EOS,09:50,B-B 19,B-B,pCO2,31.5,ABG,mmHg
EOS,09:50,B-B 19,B-B,pO2,98.4,ABG,mmHg
EOS,09:50,B-B 19,B-B,AST,96,CMP,U/L
EOS,09:50,B-B 19,B-B,ALT,60,CMP,U/L
EOS,09:50,B-B 19,B-B,LDH,355,CMP,U/L
EOS,09:50,B-B 19,B-B,CREA,0.5,CMP,mg/dL
EOS,09:50,B-B 19,B-B,BUN,20.98,CMP,mg/dL
EOS,09:50,B-B 19,B-B,AMY,191,CMP,U/L
EOS,09:50,B-B 19,B-B,TG,288.09,CMP,mg/dL
EOS,09:50,B-B 19,B-B,GLU,442.41,CMP,mg/dL
EOS,09:50,B-B 19,B-B,GGT,7,CMP,U/L
EOS,09:50,B-B 19,B-B,APTT,140.1,Coag Panel,sec
EOS,09:50,B-B 19,B-B,PT,12,Coag Panel,sec
EOS,09:50,B-B 19,B-B,TT,26.8,Coag Panel,sec
EOS,09:50,B-B 19,B-B,Fib,1.23,Coag Panel,g/L
EOR,10:00,B-B 19,B-B,MAP,97,MAP,mmHg
EOR,10:00,B-B 19,B-B,bpm,241,Heart rate,bpm
EOR,10:00,B-B 19,B-B,RBC,4.46,CBC,M/mL
EOR,10:00,B-B 19,B-B,Hb,9.9,CBC,mg/dL
EOR,10:00,B-B 19,B-B,HCT,28.5,CBC,mmHg
EOR,10:00,B-B 19,B-B,PLT,112,CBC,10^3/uL
EOR,10:00,B-B 19,B-B,WBC,8.3,CBC,10^3/uL
EOR,10:00,B-B 19,B-B,LAC,13,ABG,mmol/L
EOR,10:00,B-B 19,B-B,pH,7.354,ABG,value
EOR,10:00,B-B 19,B-B,pCO2,34,ABG,mmHg
EOR,10:00,B-B 19,B-B,pO2,67.1,ABG,mmHg
EOR,10:00,B-B 19,B-B,AST,98,CMP,U/L
EOR,10:00,B-B 19,B-B,ALT,62,CMP,U/L
EOR,10:00,B-B 19,B-B,LDH,291,CMP,U/L
EOR,10:00,B-B 19,B-B,CREA,0.4,CMP,mg/dL
EOR,10:00,B-B 19,B-B,BUN,23.41,CMP,mg/dL
EOR,10:00,B-B 19,B-B,AMY,218,CMP,U/L
EOR,10:00,B-B 19,B-B,TG,277.95,CMP,mg/dL
EOR,10:00,B-B 19,B-B,GLU,397.07,CMP,mg/dL
EOR,10:00,B-B 19,B-B,GGT,7,CMP,U/L
EOR,10:00,B-B 19,B-B,APTT,140.8,Coag Panel,sec
EOR,10:00,B-B 19,B-B,PT,12.1,Coag Panel,sec
EOR,10:00,B-B 19,B-B,TT,27.4,Coag Panel,sec
EOR,10:00,B-B 19,B-B,Fib,1.31,Coag Panel,g/L
10%,11:05,B-B 19,B-B,MAP,76,MAP,mmHg
10%,11:05,B-B 19,B-B,bpm,281,Heart rate,bpm
10%,11:05,B-B 19,B-B,LAC,8.7,ABG,mmol/L
10%,11:05,B-B 19,B-B,pH,7.377,ABG,value
10%,11:05,B-B 19,B-B,pCO2,36.4,ABG,mmHg
10%,11:05,B-B 19,B-B,pO2,108,ABG,mmHg
7.5%,12:00,B-B 19,B-B,MAP,94,MAP,mmHg
7.5%,12:00,B-B 19,B-B,bpm,289,Heart rate,bpm
7.5%,12:00,B-B 19,B-B,LAC,4.3,ABG,mmol/L
7.5%,12:00,B-B 19,B-B,pH,7.457,ABG,value
7.5%,12:00,B-B 19,B-B,pCO2,37.4,ABG,mmHg
7.5%,12:00,B-B 19,B-B,pO2,92.8,ABG,mmHg
5%,13:00,B-B 19,B-B,MAP,80,MAP,mmHg
5%,13:00,B-B 19,B-B,bpm,289,Heart rate,bpm
5%,13:00,B-B 19,B-B,LAC,2.9,ABG,mmol/L
5%,13:00,B-B 19,B-B,pH,7.483,ABG,value
5%,13:00,B-B 19,B-B,pCO2,39.6,ABG,mmHg
5%,13:00,B-B 19,B-B,pO2,88.3,ABG,mmHg
2.5000000000000001E-2,14:00,B-B 19,B-B,MAP,89,MAP,mmHg
2.5000000000000001E-2,14:00,B-B 19,B-B,bpm,284,Heart rate,bpm
2.5000000000000001E-2,14:00,B-B 19,B-B,LAC,2.1,ABG,mmol/L
2.5000000000000001E-2,14:00,B-B 19,B-B,pH,7.521,ABG,value
2.5000000000000001E-2,14:00,B-B 19,B-B,pCO2,37.4,ABG,mmHg
2.5000000000000001E-2,14:00,B-B 19,B-B,pO2,97,ABG,mmHg
EOB,14:30,B-B 19,B-B,MAP,82,MAP,mmHg
EOB,14:30,B-B 19,B-B,bpm,289,Heart rate,bpm
EOB,14:30,B-B 19,B-B,RBC,4.96,CBC,M/mL
EOB,14:30,B-B 19,B-B,Hb,11,CBC,mg/dL
EOB,14:30,B-B 19,B-B,HCT,31.7,CBC,mmHg
EOB,14:30,B-B 19,B-B,PLT,103,CBC,10^3/uL
EOB,14:30,B-B 19,B-B,WBC,8.8,CBC,10^3/uL
EOB,14:30,B-B 19,B-B,LAC,2.6,ABG,mmol/L
EOB,14:30,B-B 19,B-B,pH,7.508,ABG,value
EOB,14:30,B-B 19,B-B,pCO2,38.5,ABG,mmHg
EOB,14:30,B-B 19,B-B,pO2,85.4,ABG,mmHg
EOB,14:30,B-B 19,B-B,AST,304,CMP,U/L
EOB,14:30,B-B 19,B-B,ALT,151,CMP,U/L
EOB,14:30,B-B 19,B-B,LDH,826,CMP,U/L
EOB,14:30,B-B 19,B-B,CREA,0.1,CMP,mg/dL
EOB,14:30,B-B 19,B-B,BUN,15.87,CMP,mg/dL
EOB,14:30,B-B 19,B-B,AMY,236,CMP,U/L
EOB,14:30,B-B 19,B-B,TG,221.79,CMP,mg/dL
EOB,14:30,B-B 19,B-B,GLU,146.86,CMP,mg/dL
EOB,14:30,B-B 19,B-B,GGT,6,CMP,U/L
EOB,14:30,B-B 19,B-B,APTT,143.1,Coag Panel,sec
EOB,14:30,B-B 19,B-B,PT,11.1,Coag Panel,sec
EOB,14:30,B-B 19,B-B,TT,79.2,Coag Panel,sec
EOB,14:30,B-B 19,B-B,Fib,2.62,Coag Panel,g/L
24HR,10:00,B-B 19,B-B,MAP,90,MAP,mmHg
24HR,10:00,B-B 19,B-B,bpm,299,Heart rate,bpm
24HR,10:00,B-B 19,B-B,RBC,5.37,CBC,M/mL
24HR,10:00,B-B 19,B-B,Hb,12.2,CBC,mg/dL
24HR,10:00,B-B 19,B-B,HCT,34.6,CBC,mmHg
24HR,10:00,B-B 19,B-B,PLT,151,CBC,10^3/uL
24HR,10:00,B-B 19,B-B,WBC,6.6,CBC,10^3/uL
24HR,10:00,B-B 19,B-B,LAC,2.1,ABG,mmol/L
24HR,10:00,B-B 19,B-B,pH,7.515,ABG,value
24HR,10:00,B-B 19,B-B,pCO2,34,ABG,mmHg
24HR,10:00,B-B 19,B-B,pO2,89.1,ABG,mmHg
24HR,10:00,B-B 19,B-B,AST,413,CMP,U/L
24HR,10:00,B-B 19,B-B,ALT,258,CMP,U/L
24HR,10:00,B-B 19,B-B,LDH,686,CMP,U/L
24HR,10:00,B-B 19,B-B,CREA,0.5,CMP,mg/dL
24HR,10:00,B-B 19,B-B,BUN,23.1,CMP,mg/dL
24HR,10:00,B-B 19,B-B,AMY,347,CMP,U/L
24HR,10:00,B-B 19,B-B,TG,456.33,CMP,mg/dL
24HR,10:00,B-B 19,B-B,GLU,189.47,CMP,mg/dL
24HR,10:00,B-B 19,B-B,GGT,5,CMP,U/L
24HR,10:00,B-B 19,B-B,APTT,137.07,Coag Panel,sec
24HR,10:00,B-B 19,B-B,PT,8.7,Coag Panel,sec
24HR,10:00,B-B 19,B-B,TT,17.8,Coag Panel,sec
24HR,10:00,B-B 19,B-B,Fib,2.82,Coag Panel,g/L
48HR,08:30,B-B 19,B-B,MAP,76,MAP,mmHg
48HR,08:30,B-B 19,B-B,bpm,291,Heart rate,bpm
48HR,08:30,B-B 19,B-B,LAC,2,ABG,mmol/L
48HR,08:30,B-B 19,B-B,pH,7.46,ABG,value
48HR,08:30,B-B 19,B-B,pCO2,37.7,ABG,mmHg
48HR,08:30,B-B 19,B-B,pO2,82.9,ABG,mmHg
48HR,08:30,B-B 19,B-B,AST,389,CMP,U/L
48HR,08:30,B-B 19,B-B,ALT,286,CMP,U/L
48HR,08:30,B-B 19,B-B,LDH,671,CMP,U/L
48HR,08:30,B-B 19,B-B,CREA,0.8,CMP,mg/dL
48HR,08:30,B-B 19,B-B,BUN,26.01,CMP,mg/dL
48HR,08:30,B-B 19,B-B,AMY,455,CMP,U/L
48HR,08:30,B-B 19,B-B,TG,609,CMP,mg/dL
48HR,08:30,B-B 19,B-B,GLU,161.43,CMP,mg/dL
48HR,08:30,B-B 19,B-B,GGT,6,CMP,U/L
48HR,08:30,B-B 19,B-B,APTT,140.9,Coag Panel,sec
48HR,08:30,B-B 19,B-B,PT,8.8,Coag Panel,sec
48HR,08:30,B-B 19,B-B,TT,21.1,Coag Panel,sec
48HR,08:30,B-B 19,B-B,Fib,4.4,Coag Panel,g/L
Baseline,06:48,B-B 21,B-B,MAP,73,MAP,mmHg
Baseline,06:48,B-B 21,B-B,bpm,294,Heart rate,bpm
Baseline,06:48,B-B 21,B-B,RBC,5.29,CBC,M/mL
Baseline,06:48,B-B 21,B-B,Hb,11.5,CBC,mg/dL
Baseline,06:48,B-B 21,B-B,HCT,34.5,CBC,mmHg
Baseline,06:48,B-B 21,B-B,PLT,262,CBC,10^3/uL
Baseline,06:48,B-B 21,B-B,WBC,3.6,CBC,10^3/uL
Baseline,06:48,B-B 21,B-B,X._Free_Hb,0,% Free Hb,%
Baseline,06:48,B-B 21,B-B,LAC,1.1,ABG,mmol/L
Baseline,06:48,B-B 21,B-B,pH,7.472,ABG,value
Baseline,06:48,B-B 21,B-B,pCO2,36.4,ABG,mmHg
Baseline,06:48,B-B 21,B-B,pO2,77.7,ABG,mmHg
Baseline,06:48,B-B 21,B-B,AST,21,CMP,U/L
Baseline,06:48,B-B 21,B-B,ALT,44,CMP,U/L
Baseline,06:48,B-B 21,B-B,LDH,234,CMP,U/L
Baseline,06:48,B-B 21,B-B,CREA,0.6,CMP,mg/dL
Baseline,06:48,B-B 21,B-B,BUN,12.73,CMP,mg/dL
Baseline,06:48,B-B 21,B-B,AMY,175,CMP,U/L
Baseline,06:48,B-B 21,B-B,TG,130.13,CMP,mg/dL
Baseline,06:48,B-B 21,B-B,GLU,204.05,CMP,mg/dL
Baseline,06:48,B-B 21,B-B,GGT,8,CMP,U/L
Baseline,06:48,B-B 21,B-B,CKHR_time,9.7,TEG 5000,min
Baseline,06:48,B-B 21,B-B,CKH_K,2,TEG 5000,min
Baseline,06:48,B-B 21,B-B,CKH_angle,37.9,TEG 5000,degree
Baseline,06:48,B-B 21,B-B,CKH_MA,60.5,TEG 5000,mm
Baseline,06:48,B-B 21,B-B,APTT,53.8,Coag Panel,sec
Baseline,06:48,B-B 21,B-B,PT,24.9,Coag Panel,sec
Baseline,06:48,B-B 21,B-B,TT,31.9,Coag Panel,sec
Baseline,06:48,B-B 21,B-B,Fib,1.53,Coag Panel,g/L
EOS,09:45,B-B 21,B-B,MAP,40,MAP,mmHg
EOS,09:45,B-B 21,B-B,bpm,173,Heart rate,bpm
EOS,09:45,B-B 21,B-B,RBC,3.59,CBC,M/mL
