Timepoint,Clock_Time,ID,MODEL,METRIC,VALUE,GROUP,UNITS
Baseline,07:30,B-B 01,B-B,MAP,90,MAP,mmHg
Baseline,07:30,B-B 01,B-B,bpm,202,Heart rate,bpm
Baseline,07:30,B-B 01,B-B,RBC,5.41,CBC,M/mL
Baseline,07:30,B-B 01,B-B,Hb,10.8,CBC,mg/dL
Baseline,07:30,B-B 01,B-B,HCT,33.7,CBC,mmHg
Baseline,07:30,B-B 01,B-B,PLT,35,CBC,10^3/uL
Baseline,07:30,B-B 01,B-B,WBC,5.7,CBC,10^3/uL
Baseline,07:30,B-B 01,B-B,X._Free_Hb,0,% Free Hb,%
Baseline,07:30,B-B 01,B-B,LAC,0.6,ABG,mmol/L
Baseline,07:30,B-B 01,B-B,pH,7.53,ABG,value
Baseline,07:30,B-B 01,B-B,pCO2,35.1,ABG,mmHg
Baseline,07:30,B-B 01,B-B,pO2,72.6,ABG,mmHg
Baseline,07:30,B-B 01,B-B,AST,30,CMP,U/L
Baseline,07:30,B-B 01,B-B,ALT,70,CMP,U/L
Baseline,07:30,B-B 01,B-B,LDH,77,CMP,U/L
Baseline,07:30,B-B 01,B-B,CREA,0.9,CMP,mg/dL
Baseline,07:30,B-B 01,B-B,BUN,10.16,CMP,mg/dL
Baseline,07:30,B-B 01,B-B,AMY,276,CMP,U/L
Baseline,07:30,B-B 01,B-B,TG,108.61,CMP,mg/dL
Baseline,07:30,B-B 01,B-B,GLU,154.28,CMP,mg/dL
Baseline,07:30,B-B 01,B-B,GGT,10,CMP,U/L
Baseline,07:30,B-B 01,B-B,APTT,139.9,Coag Panel,sec
Baseline,07:30,B-B 01,B-B,PT,18.2,Coag Panel,sec
Baseline,07:30,B-B 01,B-B,TT,17.1,Coag Panel,sec
Baseline,07:30,B-B 01,B-B,Fib,2.01,Coag Panel,g/L
EOS,10:37,B-B 01,B-B,MAP,64,MAP,mmHg
EOS,10:37,B-B 01,B-B,bpm,178,Heart rate,bpm
EOS,10:37,B-B 01,B-B,RBC,3.45,CBC,M/mL
EOS,10:37,B-B 01,B-B,Hb,6.9,CBC,mg/dL
EOS,10:37,B-B 01,B-B,HCT,21.2,CBC,mmHg
EOS,10:37,B-B 01,B-B,PLT,132,CBC,10^3/uL
EOS,10:37,B-B 01,B-B,WBC,6.9,CBC,10^3/uL
EOS,10:37,B-B 01,B-B,X._Free_Hb,0,% Free Hb,%
EOS,10:37,B-B 01,B-B,LAC,4.8,ABG,mmol/L
EOS,10:37,B-B 01,B-B,pH,7.504,ABG,value
EOS,10:37,B-B 01,B-B,pCO2,35.7,ABG,mmHg
EOS,10:37,B-B 01,B-B,pO2,93.3,ABG,mmHg
EOR,10:47,B-B 01,B-B,MAP,67,MAP,mmHg
EOR,10:47,B-B 01,B-B,bpm,174,Heart rate,bpm
EOR,10:47,B-B 01,B-B,RBC,3.93,CBC,M/mL
EOR,10:47,B-B 01,B-B,Hb,7.8,CBC,mg/dL
EOR,10:47,B-B 01,B-B,HCT,24.3,CBC,mmHg
EOR,10:47,B-B 01,B-B,PLT,197,CBC,10^3/uL
EOR,10:47,B-B 01,B-B,WBC,5.5,CBC,10^3/uL
EOR,10:47,B-B 01,B-B,X._Free_Hb,0,% Free Hb,%
EOR,10:47,B-B 01,B-B,LAC,3.8,ABG,mmol/L
EOR,10:47,B-B 01,B-B,pH,7.432,ABG,value
EOR,10:47,B-B 01,B-B,pCO2,43.2,ABG,mmHg
EOR,10:47,B-B 01,B-B,pO2,66.2,ABG,mmHg
EOR,10:47,B-B 01,B-B,AST,34,CMP,U/L
EOR,10:47,B-B 01,B-B,ALT,60,CMP,U/L
EOR,10:47,B-B 01,B-B,LDH,135,CMP,U/L
EOR,10:47,B-B 01,B-B,CREA,0.6,CMP,mg/dL
EOR,10:47,B-B 01,B-B,BUN,15.29,CMP,mg/dL
EOR,10:47,B-B 01,B-B,AMY,224,CMP,U/L
EOR,10:47,B-B 01,B-B,TG,117.09,CMP,mg/dL
EOR,10:47,B-B 01,B-B,GLU,330.67,CMP,mg/dL
EOR,10:47,B-B 01,B-B,GGT,7,CMP,U/L
EOR,10:47,B-B 01,B-B,APTT,12.9,Coag Panel,sec
EOR,10:47,B-B 01,B-B,PT,15.7,Coag Panel,sec
EOR,10:47,B-B 01,B-B,Fib,3.08,Coag Panel,g/L
10%,11:47,B-B 01,B-B,MAP,72,MAP,mmHg
10%,11:47,B-B 01,B-B,bpm,233,Heart rate,bpm
10%,11:47,B-B 01,B-B,LAC,1.1,ABG,mmol/L
10%,11:47,B-B 01,B-B,pH,7.525,ABG,value
10%,11:47,B-B 01,B-B,pCO2,44.1,ABG,mmHg
10%,11:47,B-B 01,B-B,pO2,69.8,ABG,mmHg
7.5%,12:47,B-B 01,B-B,MAP,73,MAP,mmHg
7.5%,12:47,B-B 01,B-B,bpm,233,Heart rate,bpm
7.5%,12:47,B-B 01,B-B,LAC,0.8,ABG,mmol/L
7.5%,12:47,B-B 01,B-B,pH,7.519,ABG,value
7.5%,12:47,B-B 01,B-B,pCO2,42.8,ABG,mmHg
7.5%,12:47,B-B 01,B-B,pO2,65.2,ABG,mmHg
5%,13:47,B-B 01,B-B,MAP,70,MAP,mmHg
5%,13:47,B-B 01,B-B,bpm,242,Heart rate,bpm
5%,13:47,B-B 01,B-B,LAC,0.7,ABG,mmol/L
5%,13:47,B-B 01,B-B,pH,7.51,ABG,value
5%,13:47,B-B 01,B-B,pCO2,39.7,ABG,mmHg
5%,13:47,B-B 01,B-B,pO2,86.1,ABG,mmHg
2.5%,14:47,B-B 01,B-B,MAP,70,MAP,mmHg
2.5%,14:47,B-B 01,B-B,bpm,233,Heart rate,bpm
2.5%,14:47,B-B 01,B-B,LAC,0.7,ABG,mmol/L
2.5%,14:47,B-B 01,B-B,pH,7.499,ABG,value
2.5%,14:47,B-B 01,B-B,pCO2,37.8,ABG,mmHg
2.5%,14:47,B-B 01,B-B,pO2,71.7,ABG,mmHg
EOB,14:57,B-B 01,B-B,MAP,66,MAP,mmHg
EOB,14:57,B-B 01,B-B,bpm,230,Heart rate,bpm
EOB,14:57,B-B 01,B-B,RBC,4.52,CBC,M/mL
EOB,14:57,B-B 01,B-B,Hb,8.8,CBC,mg/dL
EOB,14:57,B-B 01,B-B,HCT,28.2,CBC,mmHg
EOB,14:57,B-B 01,B-B,PLT,225,CBC,10^3/uL
EOB,14:57,B-B 01,B-B,WBC,5.4,CBC,10^3/uL
EOB,14:57,B-B 01,B-B,LAC,0.6,ABG,mmol/L
EOB,14:57,B-B 01,B-B,pH,7.488,ABG,value
EOB,14:57,B-B 01,B-B,pCO2,38.7,ABG,mmHg
EOB,14:57,B-B 01,B-B,pO2,79.4,ABG,mmHg
EOB,14:57,B-B 01,B-B,AST,48,CMP,U/L
EOB,14:57,B-B 01,B-B,ALT,70,CMP,U/L
EOB,14:57,B-B 01,B-B,LDH,115,CMP,U/L
EOB,14:57,B-B 01,B-B,CREA,0.6,CMP,mg/dL
EOB,14:57,B-B 01,B-B,BUN,14.72,CMP,mg/dL
EOB,14:57,B-B 01,B-B,AMY,258,CMP,U/L
EOB,14:57,B-B 01,B-B,TG,102.61,CMP,mg/dL
EOB,14:57,B-B 01,B-B,GLU,150.05,CMP,mg/dL
EOB,14:57,B-B 01,B-B,GGT,9,CMP,U/L
EOB,14:57,B-B 01,B-B,APTT,14.4,Coag Panel,sec
EOB,14:57,B-B 01,B-B,PT,14.9,Coag Panel,sec
EOB,14:57,B-B 01,B-B,TT,19.6,Coag Panel,sec
EOB,14:57,B-B 01,B-B,Fib,1.91,Coag Panel,g/L
24HR,10:47,B-B 01,B-B,MAP,90,MAP,mmHg
24HR,10:47,B-B 01,B-B,bpm,275,Heart rate,bpm
24HR,10:47,B-B 01,B-B,RBC,4.28,CBC,M/mL
24HR,10:47,B-B 01,B-B,Hb,8.4,CBC,mg/dL
24HR,10:47,B-B 01,B-B,HCT,26.5,CBC,mmHg
24HR,10:47,B-B 01,B-B,PLT,239,CBC,10^3/uL
24HR,10:47,B-B 01,B-B,WBC,8.2,CBC,10^3/uL
24HR,10:47,B-B 01,B-B,X._Free_Hb,0,% Free Hb,%
24HR,10:47,B-B 01,B-B,LAC,0.8,ABG,mmol/L
24HR,10:47,B-B 01,B-B,pH,7.506,ABG,value
24HR,10:47,B-B 01,B-B,pCO2,33.3,ABG,mmHg
24HR,10:47,B-B 01,B-B,pO2,89.6,ABG,mmHg
24HR,10:47,B-B 01,B-B,AST,38,CMP,U/L
24HR,10:47,B-B 01,B-B,ALT,95,CMP,U/L
24HR,10:47,B-B 01,B-B,LDH,265,CMP,U/L
24HR,10:47,B-B 01,B-B,CREA,0.6,CMP,mg/dL
24HR,10:47,B-B 01,B-B,BUN,11.76,CMP,mg/dL
24HR,10:47,B-B 01,B-B,AMY,357,CMP,U/L
24HR,10:47,B-B 01,B-B,TG,166.18,CMP,mg/dL
24HR,10:47,B-B 01,B-B,GLU,140.15,CMP,mg/dL
24HR,10:47,B-B 01,B-B,GGT,9,CMP,U/L
24HR,10:47,B-B 01,B-B,APTT,127.8,Coag Panel,sec
24HR,10:47,B-B 01,B-B,PT,8.2,Coag Panel,sec
24HR,10:47,B-B 01,B-B,TT,15.7,Coag Panel,sec
24HR,10:47,B-B 01,B-B,Fib,2.72,Coag Panel,g/L
48HR,10:47,B-B 01,B-B,MAP,88,MAP,mmHg
48HR,10:47,B-B 01,B-B,bpm,242,Heart rate,bpm
48HR,10:47,B-B 01,B-B,RBC,4.39,CBC,M/mL
48HR,10:47,B-B 01,B-B,Hb,8.7,CBC,mg/dL
48HR,10:47,B-B 01,B-B,HCT,27.8,CBC,mmHg
48HR,10:47,B-B 01,B-B,PLT,273,CBC,10^3/uL
48HR,10:47,B-B 01,B-B,WBC,9.7,CBC,10^3/uL
48HR,10:47,B-B 01,B-B,X._Free_Hb,0,% Free Hb,%
48HR,10:47,B-B 01,B-B,LAC,3.3,ABG,mmol/L
48HR,10:47,B-B 01,B-B,pH,7.441,ABG,value
48HR,10:47,B-B 01,B-B,pCO2,38.2,ABG,mmHg
48HR,10:47,B-B 01,B-B,pO2,31.8,ABG,mmHg
48HR,10:47,B-B 01,B-B,AST,16,CMP,U/L
48HR,10:47,B-B 01,B-B,ALT,76,CMP,U/L
48HR,10:47,B-B 01,B-B,LDH,185,CMP,U/L
48HR,10:47,B-B 01,B-B,CREA,0.7,CMP,mg/dL
48HR,10:47,B-B 01,B-B,BUN,10.83,CMP,mg/dL
48HR,10:47,B-B 01,B-B,AMY,313,CMP,U/L
48HR,10:47,B-B 01,B-B,TG,122.34,CMP,mg/dL
48HR,10:47,B-B 01,B-B,GLU,126.97,CMP,mg/dL
48HR,10:47,B-B 01,B-B,GGT,10,CMP,U/L
48HR,10:47,B-B 01,B-B,APTT,89.2,Coag Panel,sec
48HR,10:47,B-B 01,B-B,PT,29.6,Coag Panel,sec
48HR,10:47,B-B 01,B-B,Fib,3.84,Coag Panel,g/L
72HR,10:47,B-B 01,B-B,MAP,95,MAP,mmHg
72HR,10:47,B-B 01,B-B,bpm,245,Heart rate,bpm
72HR,10:47,B-B 01,B-B,RBC,4.59,CBC,M/mL
72HR,10:47,B-B 01,B-B,Hb,9.4,CBC,mg/dL
72HR,10:47,B-B 01,B-B,HCT,29.4,CBC,mmHg
72HR,10:47,B-B 01,B-B,PLT,223,CBC,10^3/uL
72HR,10:47,B-B 01,B-B,WBC,7.1,CBC,10^3/uL
72HR,10:47,B-B 01,B-B,X._Free_Hb,0,% Free Hb,%
72HR,10:47,B-B 01,B-B,LAC,3,ABG,mmol/L
72HR,10:47,B-B 01,B-B,pH,7.528,ABG,value
72HR,10:47,B-B 01,B-B,pCO2,32.7,ABG,mmHg
72HR,10:47,B-B 01,B-B,pO2,198,ABG,mmHg
72HR,10:47,B-B 01,B-B,AST,10,CMP,U/L
72HR,10:47,B-B 01,B-B,ALT,57,CMP,U/L
72HR,10:47,B-B 01,B-B,LDH,69,CMP,U/L
72HR,10:47,B-B 01,B-B,CREA,0.5,CMP,mg/dL
72HR,10:47,B-B 01,B-B,BUN,11.28,CMP,mg/dL
72HR,10:47,B-B 01,B-B,AMY,296,CMP,U/L
72HR,10:47,B-B 01,B-B,TG,114.07,CMP,mg/dL
72HR,10:47,B-B 01,B-B,GLU,145.67,CMP,mg/dL
72HR,10:47,B-B 01,B-B,GGT,8,CMP,U/L
72HR,10:47,B-B 01,B-B,APTT,132.9,Coag Panel,sec
72HR,10:47,B-B 01,B-B,PT,13,Coag Panel,sec
72HR,10:47,B-B 01,B-B,TT,20.5,Coag Panel,sec
72HR,10:47,B-B 01,B-B,Fib,2.43,Coag Panel,g/L
Baseline,07:45,B-B 02,B-B,MAP,75,MAP,mmHg
Baseline,07:45,B-B 02,B-B,bpm,260,Heart rate,bpm
Baseline,07:45,B-B 02,B-B,RBC,5.81,CBC,M/mL
Baseline,07:45,B-B 02,B-B,Hb,11.1,CBC,mg/dL
Baseline,07:45,B-B 02,B-B,HCT,35.7,CBC,mmHg
Baseline,07:45,B-B 02,B-B,PLT,51,CBC,10^3/uL
Baseline,07:45,B-B 02,B-B,WBC,7.8,CBC,10^3/uL
Baseline,07:45,B-B 02,B-B,X._Free_Hb,0,% Free Hb,%
Baseline,07:45,B-B 02,B-B,LAC,1.7,ABG,mmol/L
Baseline,07:45,B-B 02,B-B,pH,7.458,ABG,value
Baseline,07:45,B-B 02,B-B,pCO2,35.7,ABG,mmHg
Baseline,07:45,B-B 02,B-B,pO2,87.6,ABG,mmHg
Baseline,07:45,B-B 02,B-B,AST,56,CMP,U/L
Baseline,07:45,B-B 02,B-B,ALT,62,CMP,U/L
Baseline,07:45,B-B 02,B-B,LDH,173,CMP,U/L
Baseline,07:45,B-B 02,B-B,CREA,0.5,CMP,mg/dL
Baseline,07:45,B-B 02,B-B,BUN,11.28,CMP,mg/dL
Baseline,07:45,B-B 02,B-B,AMY,265,CMP,U/L
Baseline,07:45,B-B 02,B-B,TG,141.15,CMP,mg/dL
Baseline,07:45,B-B 02,B-B,GLU,162.94,CMP,mg/dL
Baseline,07:45,B-B 02,B-B,GGT,9,CMP,U/L
Baseline,07:45,B-B 02,B-B,APTT,140.3,Coag Panel,sec
Baseline,07:45,B-B 02,B-B,PT,18.9,Coag Panel,sec
Baseline,07:45,B-B 02,B-B,TT,15.6,Coag Panel,sec
Baseline,07:45,B-B 02,B-B,Fib,2.04,Coag Panel,g/L
EOS,10:23,B-B 02,B-B,MAP,65,MAP,mmHg
EOS,10:23,B-B 02,B-B,bpm,256,Heart rate,bpm
EOS,10:23,B-B 02,B-B,RBC,3.49,CBC,M/mL
EOS,10:23,B-B 02,B-B,Hb,6.7,CBC,mg/dL
EOS,10:23,B-B 02,B-B,HCT,21.2,CBC,mmHg
EOS,10:23,B-B 02,B-B,PLT,216,CBC,10^3/uL
EOS,10:23,B-B 02,B-B,WBC,7.5,CBC,10^3/uL
EOS,10:23,B-B 02,B-B,X._Free_Hb,0,% Free Hb,%
EOS,10:23,B-B 02,B-B,LAC,7.9,ABG,mmol/L
EOS,10:23,B-B 02,B-B,pH,7.383,ABG,value
EOS,10:23,B-B 02,B-B,pCO2,38.9,ABG,mmHg
EOS,10:23,B-B 02,B-B,pO2,88.5,ABG,mmHg
EOR,10:33,B-B 02,B-B,MAP,80,MAP,mmHg
EOR,10:33,B-B 02,B-B,bpm,237,Heart rate,bpm
EOR,10:33,B-B 02,B-B,RBC,4.25,CBC,M/mL
EOR,10:33,B-B 02,B-B,Hb,8,CBC,mg/dL
EOR,10:33,B-B 02,B-B,HCT,26,CBC,mmHg
EOR,10:33,B-B 02,B-B,PLT,194,CBC,10^3/uL
EOR,10:33,B-B 02,B-B,WBC,8,CBC,10^3/uL
EOR,10:33,B-B 02,B-B,X._Free_Hb,0,% Free Hb,%
EOR,10:33,B-B 02,B-B,LAC,6.9,ABG,mmol/L
EOR,10:33,B-B 02,B-B,pH,7.375,ABG,value
EOR,10:33,B-B 02,B-B,pCO2,39.1,ABG,mmHg
EOR,10:33,B-B 02,B-B,pO2,83.7,ABG,mmHg
EOR,10:33,B-B 02,B-B,AST,52,CMP,U/L
EOR,10:33,B-B 02,B-B,ALT,46,CMP,U/L
EOR,10:33,B-B 02,B-B,LDH,158,CMP,U/L
EOR,10:33,B-B 02,B-B,CREA,0.6,CMP,mg/dL
EOR,10:33,B-B 02,B-B,BUN,16.39,CMP,mg/dL
EOR,10:33,B-B 02,B-B,AMY,220,CMP,U/L
EOR,10:33,B-B 02,B-B,TG,165.24,CMP,mg/dL
EOR,10:33,B-B 02,B-B,GLU,323.5,CMP,mg/dL
EOR,10:33,B-B 02,B-B,GGT,8,CMP,U/L
EOR,10:33,B-B 02,B-B,APTT,14.6,Coag Panel,sec
EOR,10:33,B-B 02,B-B,PT,22,Coag Panel,sec
EOR,10:33,B-B 02,B-B,Fib,4.2,Coag Panel,g/L
10%,11:33,B-B 02,B-B,MAP,52,MAP,mmHg
10%,11:33,B-B 02,B-B,bpm,260,Heart rate,bpm
10%,11:33,B-B 02,B-B,LAC,1.8,ABG,mmol/L
10%,11:33,B-B 02,B-B,pH,7.489,ABG,value
10%,11:33,B-B 02,B-B,pCO2,38.7,ABG,mmHg
10%,11:33,B-B 02,B-B,pO2,81,ABG,mmHg
7.5%,12:33,B-B 02,B-B,MAP,51,MAP,mmHg
7.5%,12:33,B-B 02,B-B,bpm,262,Heart rate,bpm
7.5%,12:33,B-B 02,B-B,LAC,1.4,ABG,mmol/L
7.5%,12:33,B-B 02,B-B,pH,7.452,ABG,value
7.5%,12:33,B-B 02,B-B,pCO2,36.1,ABG,mmHg
7.5%,12:33,B-B 02,B-B,pO2,82.1,ABG,mmHg
5%,01:33,B-B 02,B-B,MAP,64,MAP,mmHg
5%,01:33,B-B 02,B-B,bpm,260,Heart rate,bpm
5%,01:33,B-B 02,B-B,LAC,0.7,ABG,mmol/L
5%,01:33,B-B 02,B-B,pH,7.472,ABG,value
5%,01:33,B-B 02,B-B,pCO2,36.6,ABG,mmHg
5%,01:33,B-B 02,B-B,pO2,82.5,ABG,mmHg
2.5%,02:33,B-B 02,B-B,MAP,62,MAP,mmHg
2.5%,02:33,B-B 02,B-B,bpm,263,Heart rate,bpm
2.5%,02:33,B-B 02,B-B,LAC,1.4,ABG,mmol/L
2.5%,02:33,B-B 02,B-B,pH,7.497,ABG,value
2.5%,02:33,B-B 02,B-B,pCO2,34.1,ABG,mmHg
2.5%,02:33,B-B 02,B-B,pO2,90.1,ABG,mmHg
EOB,02:40,B-B 02,B-B,MAP,79,MAP,mmHg
EOB,02:40,B-B 02,B-B,bpm,280,Heart rate,bpm
EOB,02:40,B-B 02,B-B,RBC,4.67,CBC,M/mL
EOB,02:40,B-B 02,B-B,Hb,8.9,CBC,mg/dL
EOB,02:40,B-B 02,B-B,HCT,28.5,CBC,mmHg
EOB,02:40,B-B 02,B-B,PLT,217,CBC,10^3/uL
EOB,02:40,B-B 02,B-B,WBC,10.3,CBC,10^3/uL
EOB,02:40,B-B 02,B-B,X._Free_Hb,0,% Free Hb,%
EOB,02:40,B-B 02,B-B,LAC,1.4,ABG,mmol/L
EOB,02:40,B-B 02,B-B,pH,7.479,ABG,value
EOB,02:40,B-B 02,B-B,pCO2,36.6,ABG,mmHg
EOB,02:40,B-B 02,B-B,pO2,80.8,ABG,mmHg
EOB,02:40,B-B 02,B-B,AST,69,CMP,U/L
EOB,02:40,B-B 02,B-B,ALT,63,CMP,U/L
EOB,02:40,B-B 02,B-B,LDH,139,CMP,U/L
EOB,02:40,B-B 02,B-B,CREA,0.5,CMP,mg/dL
EOB,02:40,B-B 02,B-B,BUN,13.3,CMP,mg/dL
EOB,02:40,B-B 02,B-B,AMY,297,CMP,U/L
EOB,02:40,B-B 02,B-B,TG,183.28,CMP,mg/dL
EOB,02:40,B-B 02,B-B,GLU,156.51,CMP,mg/dL
EOB,02:40,B-B 02,B-B,GGT,9,CMP,U/L
EOB,02:40,B-B 02,B-B,APTT,135.1,Coag Panel,sec
EOB,02:40,B-B 02,B-B,PT,10.9,Coag Panel,sec
EOB,02:40,B-B 02,B-B,TT,26.1,Coag Panel,sec
EOB,02:40,B-B 02,B-B,Fib,2.41,Coag Panel,g/L
24HR,10:33,B-B 02,B-B,MAP,77,MAP,mmHg
24HR,10:33,B-B 02,B-B,bpm,269,Heart rate,bpm
24HR,10:33,B-B 02,B-B,RBC,5.01,CBC,M/mL
24HR,10:33,B-B 02,B-B,Hb,9.5,CBC,mg/dL
24HR,10:33,B-B 02,B-B,HCT,30.6,CBC,mmHg
24HR,10:33,B-B 02,B-B,PLT,63,CBC,10^3/uL
24HR,10:33,B-B 02,B-B,WBC,6.7,CBC,10^3/uL
24HR,10:33,B-B 02,B-B,X._Free_Hb,0,% Free Hb,%
24HR,10:33,B-B 02,B-B,LAC,1.8,ABG,mmol/L
24HR,10:33,B-B 02,B-B,pH,7.413,ABG,value
24HR,10:33,B-B 02,B-B,pCO2,45.5,ABG,mmHg
24HR,10:33,B-B 02,B-B,pO2,33.6,ABG,mmHg
24HR,10:33,B-B 02,B-B,AST,30,CMP,U/L
24HR,10:33,B-B 02,B-B,ALT,57,CMP,U/L
24HR,10:33,B-B 02,B-B,LDH,138,CMP,U/L
24HR,10:33,B-B 02,B-B,CREA,0.4,CMP,mg/dL
24HR,10:33,B-B 02,B-B,BUN,10.84,CMP,mg/dL
24HR,10:33,B-B 02,B-B,AMY,345,CMP,U/L
24HR,10:33,B-B 02,B-B,TG,276.18,CMP,mg/dL
24HR,10:33,B-B 02,B-B,GLU,140.98,CMP,mg/dL
24HR,10:33,B-B 02,B-B,GGT,9,CMP,U/L
24HR,10:33,B-B 02,B-B,APTT,11.4,Coag Panel,sec
24HR,10:33,B-B 02,B-B,PT,14.8,Coag Panel,sec
24HR,10:33,B-B 02,B-B,TT,9.9,Coag Panel,sec
24HR,10:33,B-B 02,B-B,Fib,1.37,Coag Panel,g/L
48HR,10:33,B-B 02,B-B,MAP,67,MAP,mmHg
48HR,10:33,B-B 02,B-B,bpm,267,Heart rate,bpm
48HR,10:33,B-B 02,B-B,RBC,4.86,CBC,M/mL
48HR,10:33,B-B 02,B-B,Hb,9.5,CBC,mg/dL
48HR,10:33,B-B 02,B-B,HCT,30.1,CBC,mmHg
48HR,10:33,B-B 02,B-B,PLT,132,CBC,10^3/uL
48HR,10:33,B-B 02,B-B,WBC,9.8,CBC,10^3/uL
48HR,10:33,B-B 02,B-B,X._Free_Hb,0,% Free Hb,%
48HR,10:33,B-B 02,B-B,LAC,0.7,ABG,mmol/L
48HR,10:33,B-B 02,B-B,pH,7.427,ABG,value
48HR,10:33,B-B 02,B-B,pCO2,43.7,ABG,mmHg
48HR,10:33,B-B 02,B-B,pO2,33.2,ABG,mmHg
48HR,10:33,B-B 02,B-B,AST,18,CMP,U/L
48HR,10:33,B-B 02,B-B,ALT,39,CMP,U/L
48HR,10:33,B-B 02,B-B,LDH,165,CMP,U/L
48HR,10:33,B-B 02,B-B,CREA,0.5,CMP,mg/dL
48HR,10:33,B-B 02,B-B,BUN,11.57,CMP,mg/dL
48HR,10:33,B-B 02,B-B,AMY,287,CMP,U/L
48HR,10:33,B-B 02,B-B,TG,115.6,CMP,mg/dL
48HR,10:33,B-B 02,B-B,GLU,131.86,CMP,mg/dL
48HR,10:33,B-B 02,B-B,GGT,10,CMP,U/L
48HR,10:33,B-B 02,B-B,APTT,140.6,Coag Panel,sec
48HR,10:33,B-B 02,B-B,PT,17.6,Coag Panel,sec
48HR,10:33,B-B 02,B-B,TT,58.5,Coag Panel,sec
48HR,10:33,B-B 02,B-B,Fib,3.26,Coag Panel,g/L
72HR,10:33,B-B 02,B-B,MAP,65,MAP,mmHg
72HR,10:33,B-B 02,B-B,bpm,260,Heart rate,bpm
72HR,10:33,B-B 02,B-B,RBC,4.43,CBC,M/mL
72HR,10:33,B-B 02,B-B,Hb,8.7,CBC,mg/dL
72HR,10:33,B-B 02,B-B,HCT,27.6,CBC,mmHg
72HR,10:33,B-B 02,B-B,PLT,116,CBC,10^3/uL
72HR,10:33,B-B 02,B-B,WBC,3.3,CBC,10^3/uL
72HR,10:33,B-B 02,B-B,X._Free_Hb,0,% Free Hb,%
72HR,10:33,B-B 02,B-B,LAC,4.3,ABG,mmol/L
72HR,10:33,B-B 02,B-B,pH,7.583,ABG,value
72HR,10:33,B-B 02,B-B,pCO2,30.3,ABG,mmHg
72HR,10:33,B-B 02,B-B,pO2,88.6,ABG,mmHg
72HR,10:33,B-B 02,B-B,AST,9,CMP,U/L
72HR,10:33,B-B 02,B-B,ALT,30,CMP,U/L
72HR,10:33,B-B 02,B-B,LDH,55,CMP,U/L
72HR,10:33,B-B 02,B-B,CREA,0.6,CMP,mg/dL
72HR,10:33,B-B 02,B-B,BUN,11.69,CMP,mg/dL
72HR,10:33,B-B 02,B-B,AMY,267,CMP,U/L
72HR,10:33,B-B 02,B-B,TG,88.73,CMP,mg/dL
72HR,10:33,B-B 02,B-B,GLU,148.54,CMP,mg/dL
72HR,10:33,B-B 02,B-B,GGT,9,CMP,U/L
72HR,10:33,B-B 02,B-B,APTT,139.8,Coag Panel,sec
72HR,10:33,B-B 02,B-B,PT,13.5,Coag Panel,sec
72HR,10:33,B-B 02,B-B,TT,40.2,Coag Panel,sec
72HR,10:33,B-B 02,B-B,Fib,2.12,Coag Panel,g/L
Baseline,08:00,B-B 03,B-B,MAP,66,MAP,mmHg
Baseline,08:00,B-B 03,B-B,bpm,271,Heart rate,bpm
Baseline,08:00,B-B 03,B-B,RBC,5.17,CBC,M/mL
Baseline,08:00,B-B 03,B-B,Hb,11,CBC,mg/dL
Baseline,08:00,B-B 03,B-B,HCT,34.6,CBC,mmHg
Baseline,08:00,B-B 03,B-B,PLT,170,CBC,10^3/uL
Baseline,08:00,B-B 03,B-B,WBC,7.6,CBC,10^3/uL
Baseline,08:00,B-B 03,B-B,X._Free_Hb,0,% Free Hb,%
Baseline,08:00,B-B 03,B-B,LAC,1.4,ABG,mmol/L
Baseline,08:00,B-B 03,B-B,pH,7.466,ABG,value
Baseline,08:00,B-B 03,B-B,pCO2,37.7,ABG,mmHg
Baseline,08:00,B-B 03,B-B,pO2,91.5,ABG,mmHg
Baseline,08:00,B-B 03,B-B,AST,39,CMP,U/L
Baseline,08:00,B-B 03,B-B,ALT,39,CMP,U/L
Baseline,08:00,B-B 03,B-B,LDH,155,CMP,U/L
Baseline,08:00,B-B 03,B-B,CREA,0.2,CMP,mg/dL
Baseline,08:00,B-B 03,B-B,BUN,11.02,CMP,mg/dL
Baseline,08:00,B-B 03,B-B,AMY,262,CMP,U/L
Baseline,08:00,B-B 03,B-B,TG,141.15,CMP,mg/dL
Baseline,08:00,B-B 03,B-B,GLU,157.41,CMP,mg/dL
Baseline,08:00,B-B 03,B-B,GGT,8,CMP,U/L
Baseline,08:00,B-B 03,B-B,APTT,141.8,Coag Panel,sec
Baseline,08:00,B-B 03,B-B,PT,20.5,Coag Panel,sec
Baseline,08:00,B-B 03,B-B,TT,19.9,Coag Panel,sec
Baseline,08:00,B-B 03,B-B,Fib,1.58,Coag Panel,g/L
EOS,10:56,B-B 03,B-B,MAP,33,MAP,mmHg
EOS,10:56,B-B 03,B-B,bpm,207,Heart rate,bpm
EOS,10:56,B-B 03,B-B,RBC,4.5,CBC,M/mL
EOS,10:56,B-B 03,B-B,Hb,9.9,CBC,mg/dL
EOS,10:56,B-B 03,B-B,HCT,30.1,CBC,mmHg
EOS,10:56,B-B 03,B-B,PLT,55,CBC,10^3/uL
EOS,10:56,B-B 03,B-B,WBC,3.9,CBC,10^3/uL
EOS,10:56,B-B 03,B-B,X._Free_Hb,0,% Free Hb,%
