"METHOD","METRIC","MODEL","MEAN","SD","n","NAME"
"CROSS","LAC","B-B",1.78985266422953,1.15261948564921,9,"LAC
 %Change from EOS"
"CROSS","LAC","B-EM",17.6076448556951,3.18308658675309,2,"LAC
 %Change from EOS"
"CROSS","LAC","B-LR",23.2554596897027,9.76747810470996,9,"LAC
 %Change from EOS"
"CROSS","MAP","B-B",0.602726455613831,1.09386924882663,8,"MAP
 %Change from EOS"
"CROSS","MAP","B-EM",25.4125,31.9435488401023,2,"MAP
 %Change from EOS"
"CROSS","MAP","B-LR",48,0,8,"MAP
 %Change from EOS"
