"","Source_File","Subject_ID","Group","Variable","Timepoint","Value","Parser_Confidence"
"881","B_Blood.xlsx","B_B27",NA,"GLU","BL",28.2,15
"882","B_Blood.xlsx","B_B27",NA,"GLU","EOB",19.4,15
"883","B_Blood.xlsx","B_B27",NA,"GLU","24HR",25.1,15
"884","B_Blood.xlsx","B_B27",NA,"GLU","BL",1.92,15
"885","B_Blood.xlsx","B_B27",NA,"GLU","EOS",3.14,15
"886","B_Blood.xlsx","B_B27",NA,"GLU","EOR",4.28,15
"887","B_Blood.xlsx","B_B27",NA,"GLU","EOB",3.14,15
"888","B_Blood.xlsx","B_B27",NA,"GLU","24HR",4.99,15
"889","B_Blood.xlsx","B_B27",NA,"RBC","BL",6.24,15
"890","B_Blood.xlsx","B_B27",NA,"RBC","EOS",3.77,15
"891","B_Blood.xlsx","B_B27",NA,"RBC","EOR",4.65,15
"892","B_Blood.xlsx","B_B27",NA,"RBC","EOB",4.57,15
"893","B_Blood.xlsx","B_B27",NA,"RBC","24HR",5.73,15
"894","B_Blood.xlsx","B_B27","CBC","HGB","BL",13.4,15
"895","B_Blood.xlsx","B_B27","CBC","HGB","EOS",8,15
"896","B_Blood.xlsx","B_B27","CBC","HGB","EOR",9.9,15
"897","B_Blood.xlsx","B_B27","CBC","HGB","EOB",9.9,15
"898","B_Blood.xlsx","B_B27","CBC","HGB","24HR",12.2,15
"899","B_Blood.xlsx","B_B27",NA,"Hct","BL",41,15
"900","B_Blood.xlsx","B_B27",NA,"Hct","EOS",24.5,15
"901","B_Blood.xlsx","B_B27",NA,"Hct","EOR",30.2,15
"902","B_Blood.xlsx","B_B27",NA,"Hct","EOB",29.4,15
"903","B_Blood.xlsx","B_B27",NA,"Hct","24HR",37.4,15
"904","B_Blood.xlsx","B_B27","CBC","PLT","BL",319,15
"905","B_Blood.xlsx","B_B27","CBC","PLT","EOS",218,15
"906","B_Blood.xlsx","B_B27","CBC","PLT","EOR",223,15
"907","B_Blood.xlsx","B_B27","CBC","PLT","EOB",207,15
"908","B_Blood.xlsx","B_B27","CBC","PLT","24HR",232,15
"909","B_Blood.xlsx","B_B27","CBC","PLT","BL",103,15
"910","B_Blood.xlsx","B_B27","CBC","PLT","24HR",49,15
"911","B_Blood.xlsx","B_B27",NA,"K.Time","BL",1.2,15
"912","B_Blood.xlsx","B_B27",NA,"K.Time","EOS",1.5,15
"913","B_Blood.xlsx","B_B27",NA,"K.Time","EOR",2.6,15
"914","B_Blood.xlsx","B_B27",NA,"K.Time","24HR",1.3,15
"915","B_Blood.xlsx","B_B27",NA,"Angle","BL",69.7,15
"916","B_Blood.xlsx","B_B27",NA,"Angle","EOS",69.3,15
"917","B_Blood.xlsx","B_B27",NA,"Angle","EOR",38.8,15
"918","B_Blood.xlsx","B_B27",NA,"Angle","24HR",72.4,15
"919","B_Blood.xlsx","B_B27",NA,"MA.Min","BL",65,15
"920","B_Blood.xlsx","B_B27",NA,"MA.Min","EOS",69.5,15
"921","B_Blood.xlsx","B_B27",NA,"MA.Min","EOR",73.1,15
"922","B_Blood.xlsx","B_B27",NA,"MA.Min","EOB",73.2,15
"923","B_Blood.xlsx","B_B27",NA,"MA.Min","24HR",75.6,15
"924","B_Blood.xlsx","B_B28","MAP","MAP","BL",80,15
"925","B_Blood.xlsx","B_B28","MAP","MAP","EOS",48,15
"926","B_Blood.xlsx","B_B28","MAP","MAP","EOR",77,15
"927","B_Blood.xlsx","B_B28","MAP","MAP","10%",78,15
"928","B_Blood.xlsx","B_B28","MAP","MAP","7.5%",84,15
"929","B_Blood.xlsx","B_B28","MAP","MAP","5%",87,15
"930","B_Blood.xlsx","B_B28","MAP","MAP","2.5%",86,15
"931","B_Blood.xlsx","B_B28","MAP","MAP","EOB",88,15
"932","B_Blood.xlsx","B_B28","MAP","MAP","24HR",65,15
"933","B_Blood.xlsx","B_B28","ABG","LAC","BL",2.1,15
"934","B_Blood.xlsx","B_B28","ABG","LAC","EOS",19,15
"935","B_Blood.xlsx","B_B28","ABG","LAC","EOR",15,15
"936","B_Blood.xlsx","B_B28","ABG","LAC","10%",6.3,15
"937","B_Blood.xlsx","B_B28","ABG","LAC","7.5%",2.9,15
"938","B_Blood.xlsx","B_B28","ABG","LAC","5%",1.5,15
"939","B_Blood.xlsx","B_B28","ABG","LAC","EOB",1.7,15
"940","B_Blood.xlsx","B_B28","ABG","LAC","24HR",1.1,15
"941","B_Blood.xlsx","B_B28",NA,"AST","BL",31,15
"942","B_Blood.xlsx","B_B28",NA,"AST","EOS",147,15
"943","B_Blood.xlsx","B_B28",NA,"AST","EOR",128,15
"944","B_Blood.xlsx","B_B28",NA,"AST","EOB",278,15
"945","B_Blood.xlsx","B_B28",NA,"AST","24HR",474,15
"946","B_Blood.xlsx","B_B28",NA,"ALT","BL",49,15
"947","B_Blood.xlsx","B_B28",NA,"ALT","EOS",93,15
"948","B_Blood.xlsx","B_B28",NA,"ALT","EOR",97,15
"949","B_Blood.xlsx","B_B28",NA,"ALT","EOB",156,15
"950","B_Blood.xlsx","B_B28",NA,"ALT","24HR",349,15
"951","B_Blood.xlsx","B_B28",NA,"LDH","EOS",149,15
"952","B_Blood.xlsx","B_B28",NA,"LDH","EOR",254,15
"953","B_Blood.xlsx","B_B28",NA,"LDH","EOB",267,15
"954","B_Blood.xlsx","B_B28",NA,"LDH","24HR",414,15
"955","B_Blood.xlsx","B_B28",NA,"CREA","BL",349,15
"956","B_Blood.xlsx","B_B28",NA,"CREA","EOS",0.8,15
"957","B_Blood.xlsx","B_B28",NA,"CREA","EOR",1.5,15
"958","B_Blood.xlsx","B_B28",NA,"CREA","EOB",1.4,15
"959","B_Blood.xlsx","B_B28",NA,"CREA","24HR",1,15
"960","B_Blood.xlsx","B_B28",NA,"BUN","BL",0.7,15
"961","B_Blood.xlsx","B_B28",NA,"BUN","EOS",16.57,15
"962","B_Blood.xlsx","B_B28",NA,"BUN","EOR",21.57,15
"963","B_Blood.xlsx","B_B28",NA,"BUN","EOB",21.28,15
"964","B_Blood.xlsx","B_B28",NA,"BUN","24HR",21.9,15
"965","B_Blood.xlsx","B_B28",NA,"AMY","BL",17.49,15
"966","B_Blood.xlsx","B_B28",NA,"AMY","EOS",220,15
"967","B_Blood.xlsx","B_B28",NA,"AMY","EOR",194,15
"968","B_Blood.xlsx","B_B28",NA,"AMY","EOB",219,15
"969","B_Blood.xlsx","B_B28",NA,"AMY","24HR",220,15
"970","B_Blood.xlsx","B_B28",NA,"TG","BL",254,15
"971","B_Blood.xlsx","B_B28",NA,"TG","EOS",70.89,15
"972","B_Blood.xlsx","B_B28",NA,"TG","EOR",191.69,15
"973","B_Blood.xlsx","B_B28",NA,"TG","EOB",191.53,15
"974","B_Blood.xlsx","B_B28",NA,"TG","24HR",164.2,15
"975","B_Blood.xlsx","B_B28",NA,"GGT","BL",185.16,15
"976","B_Blood.xlsx","B_B28",NA,"GGT","EOS",3,15
"977","B_Blood.xlsx","B_B28",NA,"GGT","EOR",2,15
"978","B_Blood.xlsx","B_B28",NA,"GGT","EOB",3,15
"979","B_Blood.xlsx","B_B28",NA,"GGT","24HR",2,15
"980","B_Blood.xlsx","B_B28",NA,"GLU","BL",2,15
"981","B_Blood.xlsx","B_B28",NA,"GLU","EOS",195.01,15
"982","B_Blood.xlsx","B_B28",NA,"GLU","EOR",388.12,15
"983","B_Blood.xlsx","B_B28",NA,"GLU","EOB",388.54,15
"984","B_Blood.xlsx","B_B28",NA,"GLU","24HR",156.61,15
"985","B_Blood.xlsx","B_B28",NA,"GLU","BL",149.02,15
"986","B_Blood.xlsx","B_B28",NA,"GLU","EOS",125.6,15
"987","B_Blood.xlsx","B_B28",NA,"GLU","EOR",9.1,15
"988","B_Blood.xlsx","B_B28",NA,"GLU","EOB",141.3,15
"989","B_Blood.xlsx","B_B28",NA,"GLU","24HR",136.9,15
"990","B_Blood.xlsx","B_B28",NA,"GLU","BL",88.2,15
"991","B_Blood.xlsx","B_B28",NA,"GLU","EOS",13.3,15
"992","B_Blood.xlsx","B_B28",NA,"GLU","EOR",14.7,15
"993","B_Blood.xlsx","B_B28",NA,"GLU","EOB",16,15
"994","B_Blood.xlsx","B_B28",NA,"GLU","24HR",10.2,15
"995","B_Blood.xlsx","B_B28",NA,"GLU","BL",13.4,15
"996","B_Blood.xlsx","B_B28",NA,"GLU","EOS",25.2,15
"997","B_Blood.xlsx","B_B28",NA,"GLU","24HR",20,15
"998","B_Blood.xlsx","B_B28",NA,"GLU","BL",83.5,15
"999","B_Blood.xlsx","B_B28",NA,"GLU","EOS",1.69,15
"1000","B_Blood.xlsx","B_B28",NA,"GLU","EOR",3.4,15
"1001","B_Blood.xlsx","B_B28",NA,"GLU","EOB",4.33,15
"1002","B_Blood.xlsx","B_B28",NA,"GLU","24HR",3.91,15
"1003","B_Blood.xlsx","B_B28",NA,"RBC","BL",4.5,15
"1004","B_Blood.xlsx","B_B28",NA,"RBC","EOS",5.64,15
"1005","B_Blood.xlsx","B_B28",NA,"RBC","EOR",3.26,15
"1006","B_Blood.xlsx","B_B28",NA,"RBC","EOB",4.56,15
"1007","B_Blood.xlsx","B_B28",NA,"RBC","24HR",6.19,15
"1008","B_Blood.xlsx","B_B28","CBC","HGB","BL",4.45,15
"1009","B_Blood.xlsx","B_B28","CBC","HGB","EOS",11.9,15
"1010","B_Blood.xlsx","B_B28","CBC","HGB","EOR",7.1,15
"1011","B_Blood.xlsx","B_B28","CBC","HGB","EOB",9.6,15
"1012","B_Blood.xlsx","B_B28","CBC","HGB","24HR",12.8,15
"1013","B_Blood.xlsx","B_B28",NA,"Hct","BL",9.4,15
"1014","B_Blood.xlsx","B_B28",NA,"Hct","EOS",36.2,15
"1015","B_Blood.xlsx","B_B28",NA,"Hct","EOR",20.8,15
"1016","B_Blood.xlsx","B_B28",NA,"Hct","EOB",29.2,15
"1017","B_Blood.xlsx","B_B28",NA,"Hct","24HR",39.3,15
"1018","B_Blood.xlsx","B_B28","CBC","PLT","BL",28.5,15
"1019","B_Blood.xlsx","B_B28","CBC","PLT","EOS",268,15
"1020","B_Blood.xlsx","B_B28","CBC","PLT","EOR",159,15
"1021","B_Blood.xlsx","B_B28","CBC","PLT","EOB",158,15
"1022","B_Blood.xlsx","B_B28","CBC","PLT","24HR",187,15
"1023","B_Blood.xlsx","B_B28","CBC","PLT","BL",218,15
"1024","B_Blood.xlsx","B_B28","CBC","PLT","24HR",130,15
"1025","B_Blood.xlsx","B_B28",NA,"K.Time","EOS",0.8,15
"1026","B_Blood.xlsx","B_B28",NA,"K.Time","EOR",1.6,15
"1027","B_Blood.xlsx","B_B28",NA,"K.Time","24HR",3.7,15
"1028","B_Blood.xlsx","B_B28",NA,"K.Time","48HR",1.7,15
"1029","B_Blood.xlsx","B_B28",NA,"Angle","EOS",76.8,15
"1030","B_Blood.xlsx","B_B28",NA,"Angle","EOR",67.2,15
"1031","B_Blood.xlsx","B_B28",NA,"Angle","24HR",51.1,15
"1032","B_Blood.xlsx","B_B28",NA,"Angle","48HR",69.4,15
"1033","B_Blood.xlsx","B_B28",NA,"MA.Min","EOS",65.2,15
"1034","B_Blood.xlsx","B_B28",NA,"MA.Min","EOR",65.7,15
"1035","B_Blood.xlsx","B_B28",NA,"MA.Min","EOB",67.1,15
"1036","B_Blood.xlsx","B_B28",NA,"MA.Min","24HR",71.4,15
"1037","B_Blood.xlsx","B_B28",NA,"MA.Min","48HR",74.5,15
"1038","B_Blood.xlsx","B_B29","MAP","MAP","BL",75,15
"1039","B_Blood.xlsx","B_B29","MAP","MAP","EOS",43,15
"1040","B_Blood.xlsx","B_B29","MAP","MAP","EOR",68,15
"1041","B_Blood.xlsx","B_B29","MAP","MAP","10%",53,15
"1042","B_Blood.xlsx","B_B29","MAP","MAP","7.5%",64,15
"1043","B_Blood.xlsx","B_B29","MAP","MAP","5%",64,15
"1044","B_Blood.xlsx","B_B29","MAP","MAP","2.5%",70,15
"1045","B_Blood.xlsx","B_B29","MAP","MAP","EOB",55,15
"1046","B_Blood.xlsx","B_B29","MAP","MAP","24HR",68,15
"1047","B_Blood.xlsx","B_B29","ABG","LAC","BL",1.2,15
"1048","B_Blood.xlsx","B_B29","ABG","LAC","EOS",15,15
"1049","B_Blood.xlsx","B_B29","ABG","LAC","EOR",12,15
"1050","B_Blood.xlsx","B_B29","ABG","LAC","10%",9.7,15
"1051","B_Blood.xlsx","B_B29","ABG","LAC","7.5%",4,15
"1052","B_Blood.xlsx","B_B29","ABG","LAC","5%",4.3,15
"1053","B_Blood.xlsx","B_B29","ABG","LAC","EOB",3.9,15
"1054","B_Blood.xlsx","B_B29","ABG","LAC","24HR",2.1,15
"1055","B_Blood.xlsx","B_B29",NA,"AST","BL",14,15
"1056","B_Blood.xlsx","B_B29",NA,"AST","EOS",72,15
"1057","B_Blood.xlsx","B_B29",NA,"AST","EOR",34,15
"1058","B_Blood.xlsx","B_B29",NA,"AST","EOB",185,15
"1059","B_Blood.xlsx","B_B29",NA,"AST","24HR",257,15
"1060","B_Blood.xlsx","B_B29",NA,"ALT","BL",32,15
"1061","B_Blood.xlsx","B_B29",NA,"ALT","EOS",60,15
"1062","B_Blood.xlsx","B_B29",NA,"ALT","EOR",58,15
"1063","B_Blood.xlsx","B_B29",NA,"ALT","EOB",82,15
"1064","B_Blood.xlsx","B_B29",NA,"ALT","24HR",166,15
"1065","B_Blood.xlsx","B_B29",NA,"LDH","EOS",89,15
"1066","B_Blood.xlsx","B_B29",NA,"LDH","EOR",178,15
"1067","B_Blood.xlsx","B_B29",NA,"LDH","EOB",151,15
"1068","B_Blood.xlsx","B_B29",NA,"LDH","24HR",438,15
"1069","B_Blood.xlsx","B_B29",NA,"CREA","BL",138,15
"1070","B_Blood.xlsx","B_B29",NA,"CREA","EOS",0.8,15
"1071","B_Blood.xlsx","B_B29",NA,"CREA","EOR",1,15
"1072","B_Blood.xlsx","B_B29",NA,"CREA","EOB",1,15
"1073","B_Blood.xlsx","B_B29",NA,"CREA","24HR",0.8,15
"1074","B_Blood.xlsx","B_B29",NA,"BUN","BL",0.8,15
"1075","B_Blood.xlsx","B_B29",NA,"BUN","EOS",13.92,15
"1076","B_Blood.xlsx","B_B29",NA,"BUN","EOR",19.16,15
"1077","B_Blood.xlsx","B_B29",NA,"BUN","EOB",19.19,15
"1078","B_Blood.xlsx","B_B29",NA,"BUN","24HR",22.51,15
"1079","B_Blood.xlsx","B_B29",NA,"AMY","BL",28.47,15
"1080","B_Blood.xlsx","B_B29",NA,"AMY","EOS",302,15
"1081","B_Blood.xlsx","B_B29",NA,"AMY","EOR",263,15
"1082","B_Blood.xlsx","B_B29",NA,"AMY","EOB",268,15
"1083","B_Blood.xlsx","B_B29",NA,"AMY","24HR",283,15
"1084","B_Blood.xlsx","B_B29",NA,"TG","BL",219,15
"1085","B_Blood.xlsx","B_B29",NA,"TG","EOS",114.92,15
"1086","B_Blood.xlsx","B_B29",NA,"TG","EOR",136.97,15
"1087","B_Blood.xlsx","B_B29",NA,"TG","EOB",143.87,15
"1088","B_Blood.xlsx","B_B29",NA,"TG","24HR",278.37,15
"1089","B_Blood.xlsx","B_B29",NA,"GGT","BL",139.65,15
"1090","B_Blood.xlsx","B_B29",NA,"GGT","EOS",6,15
"1091","B_Blood.xlsx","B_B29",NA,"GGT","EOR",2,15
"1092","B_Blood.xlsx","B_B29",NA,"GGT","EOB",2,15
"1093","B_Blood.xlsx","B_B29",NA,"GGT","24HR",2,15
"1094","B_Blood.xlsx","B_B29",NA,"GLU","BL",2,15
"1095","B_Blood.xlsx","B_B29",NA,"GLU","EOS",149.14,15
"1096","B_Blood.xlsx","B_B29",NA,"GLU","EOR",402.93,15
"1097","B_Blood.xlsx","B_B29",NA,"GLU","EOB",392.86,15
"1098","B_Blood.xlsx","B_B29",NA,"GLU","24HR",177.01,15
"1099","B_Blood.xlsx","B_B29",NA,"GLU","BL",204.01,15
"1100","B_Blood.xlsx","B_B29",NA,"GLU","EOS",10.3,15
"1101","B_Blood.xlsx","B_B29",NA,"GLU","EOR",131.6,15
"1102","B_Blood.xlsx","B_B29",NA,"GLU","EOB",95.9,15
"1103","B_Blood.xlsx","B_B29",NA,"GLU","24HR",121,15
"1104","B_Blood.xlsx","B_B29",NA,"GLU","BL",100.6,15
"1105","B_Blood.xlsx","B_B29",NA,"GLU","EOS",15.9,15
"1106","B_Blood.xlsx","B_B29",NA,"GLU","EOR",14.9,15
"1107","B_Blood.xlsx","B_B29",NA,"GLU","EOB",15.2,15
"1108","B_Blood.xlsx","B_B29",NA,"GLU","24HR",13.9,15
"1109","B_Blood.xlsx","B_B29",NA,"GLU","BL",11.9,15
"1110","B_Blood.xlsx","B_B29",NA,"GLU","EOS",27.2,15
"1111","B_Blood.xlsx","B_B29",NA,"GLU","24HR",27.3,15
"1112","B_Blood.xlsx","B_B29",NA,"GLU","BL",25.3,15
"1113","B_Blood.xlsx","B_B29",NA,"GLU","EOS",2.11,15
"1114","B_Blood.xlsx","B_B29",NA,"GLU","EOR",4.11,15
"1115","B_Blood.xlsx","B_B29",NA,"GLU","EOB",4.83,15
"1116","B_Blood.xlsx","B_B29",NA,"GLU","24HR",4.71,15
"1117","B_Blood.xlsx","B_B29",NA,"RBC","BL",11.67,15
"1118","B_Blood.xlsx","B_B29",NA,"RBC","EOS",6.19,15
"1119","B_Blood.xlsx","B_B29",NA,"RBC","EOR",3.88,15
"1120","B_Blood.xlsx","B_B29",NA,"RBC","EOB",4.98,15
"1121","B_Blood.xlsx","B_B29",NA,"RBC","24HR",5.35,15
"1122","B_Blood.xlsx","B_B29","CBC","HGB","BL",5.26,15
"1123","B_Blood.xlsx","B_B29","CBC","HGB","EOS",13,15
"1124","B_Blood.xlsx","B_B29","CBC","HGB","EOR",8,15
"1125","B_Blood.xlsx","B_B29","CBC","HGB","EOB",10.3,15
"1126","B_Blood.xlsx","B_B29","CBC","HGB","24HR",10.9,15
"1127","B_Blood.xlsx","B_B29",NA,"Hct","BL",10.7,15
"1128","B_Blood.xlsx","B_B29",NA,"Hct","EOS",38.7,15
"1129","B_Blood.xlsx","B_B29",NA,"Hct","EOR",24.2,15
"1130","B_Blood.xlsx","B_B29",NA,"Hct","EOB",31.3,15
"1131","B_Blood.xlsx","B_B29",NA,"Hct","24HR",33.3,15
"1132","B_Blood.xlsx","B_B29","CBC","PLT","BL",32.5,15
"1133","B_Blood.xlsx","B_B29","CBC","PLT","EOS",370,15
"1134","B_Blood.xlsx","B_B29","CBC","PLT","EOR",236,15
"1135","B_Blood.xlsx","B_B29","CBC","PLT","EOB",219,15
"1136","B_Blood.xlsx","B_B29","CBC","PLT","24HR",239,15
"1137","B_Blood.xlsx","B_B29","CBC","PLT","BL",275,15
"1138","B_Blood.xlsx","B_B29","CBC","PLT","24HR",83,15
"1139","B_Blood.xlsx","B_B29",NA,"K.Time","EOS",1.1,15
"1140","B_Blood.xlsx","B_B29",NA,"K.Time","EOR",2.1,15
"1141","B_Blood.xlsx","B_B29",NA,"K.Time","24HR",1.7,15
"1142","B_Blood.xlsx","B_B29",NA,"K.Time","48HR",2.8,15
"1143","B_Blood.xlsx","B_B29",NA,"Angle","EOS",72.2,15
"1144","B_Blood.xlsx","B_B29",NA,"Angle","EOR",70,15
"1145","B_Blood.xlsx","B_B29",NA,"Angle","24HR",67.2,15
"1146","B_Blood.xlsx","B_B29",NA,"Angle","48HR",59.7,15
"1147","B_Blood.xlsx","B_B29",NA,"MA.Min","EOS",66.2,15
"1148","B_Blood.xlsx","B_B29",NA,"MA.Min","EOR",75,15
"1149","B_Blood.xlsx","B_B29",NA,"MA.Min","EOB",74.9,15
"1150","B_Blood.xlsx","B_B29",NA,"MA.Min","24HR",72,15
"1151","B_Blood.xlsx","B_B29",NA,"MA.Min","48HR",77.2,15
"1152","Sc. B_B11&13.xlsx","B-B11","CBC","HGB","BL",12.1,15
"1153","Sc. B_B11&13.xlsx","B-B11","CBC","HGB","EOS",8.2,15
"1154","Sc. B_B11&13.xlsx","B-B11","CBC","HGB","EOR",9.7,15
"1155","Sc. B_B11&13.xlsx","B-B11","CBC","HGB","EOB",11.8,15
"1156","Sc. B_B11&13.xlsx","B-B11","CBC","HGB","24HR",9.5,15
"1157","Sc. B_B11&13.xlsx","B-B11","CBC","HGB","48HR",10.2,15
"1158","Sc. B_B11&13.xlsx","B-B11","ABG","pH","BL",7.489,15
"1159","Sc. B_B11&13.xlsx","B-B11","ABG","pH","EOS",7.322,15
"1160","Sc. B_B11&13.xlsx","B-B11","ABG","pH","EOR",7.312,15
"1161","Sc. B_B11&13.xlsx","B-B11","ABG","pH","10%",7.479,15
"1162","Sc. B_B11&13.xlsx","B-B11","ABG","pH","7.5%",7.52,15
"1163","Sc. B_B11&13.xlsx","B-B11","ABG","pH","5%",7.523,15
"1164","Sc. B_B11&13.xlsx","B-B11","ABG","pH","2.5%",7.476,15
"1165","Sc. B_B11&13.xlsx","B-B11","ABG","pH","EOB",7.493,15
"1166","Sc. B_B11&13.xlsx","B-B11","ABG","pH","24HR",7.469,15
"1167","Sc. B_B11&13.xlsx","B-B11","ABG","pH","48HR",7.475,15
"1168","Sc. B_B11&13.xlsx","B-B11",NA,"AST","BL",82,15
"1169","Sc. B_B11&13.xlsx","B-B11",NA,"AST","EOR",78,15
"1170","Sc. B_B11&13.xlsx","B-B11",NA,"AST","EOB",113,15
"1171","Sc. B_B11&13.xlsx","B-B11",NA,"AST","24HR",62,15
"1172","Sc. B_B11&13.xlsx","B-B11",NA,"AST","48HR",33,15
"1173","Sc. B_B11&13.xlsx","B-B11",NA,"AST","BL",79.9,15
"1174","Sc. B_B11&13.xlsx","B-B11",NA,"AST","EOR",14.1,15
"1175","Sc. B_B11&13.xlsx","B-B11",NA,"AST","EOB",21.1,15
"1176","Sc. B_B11&13.xlsx","B-B11",NA,"AST","24HR",9.4,15
"1177","Sc. B_B11&13.xlsx","B-B11",NA,"AST","48HR",39.3,15
"1178","Sc. B_B11&13.xlsx","B-B11",NA,"R.Time","EOR",9.9,15
"1179","Sc. B_B11&13.xlsx","B-B13","CBC","HGB","BL",9.1,15
"1180","Sc. B_B11&13.xlsx","B-B13","CBC","HGB","EOS",5.5,15
"1181","Sc. B_B11&13.xlsx","B-B13","CBC","HGB","EOR",6.9,15
"1182","Sc. B_B11&13.xlsx","B-B13","CBC","HGB","EOB",7.4,15
"1183","Sc. B_B11&13.xlsx","B-B13","CBC","HGB","24HR",8.1,15
"1184","Sc. B_B11&13.xlsx","B-B13","CBC","HGB","48HR",8.4,15
"1185","Sc. B_B11&13.xlsx","B-B13","ABG","pH","BL",7.8,15
"1186","Sc. B_B11&13.xlsx","B-B13","ABG","pH","EOS",7.301,15
"1187","Sc. B_B11&13.xlsx","B-B13","ABG","pH","EOR",7.262,15
"1188","Sc. B_B11&13.xlsx","B-B13","ABG","pH","10%",7.452,15
"1189","Sc. B_B11&13.xlsx","B-B13","ABG","pH","7.5%",7.473,15
"1190","Sc. B_B11&13.xlsx","B-B13","ABG","pH","5%",7.472,15
"1191","Sc. B_B11&13.xlsx","B-B13","ABG","pH","2.5%",7.499,15
"1192","Sc. B_B11&13.xlsx","B-B13","ABG","pH","EOB",7.498,15
"1193","Sc. B_B11&13.xlsx","B-B13","ABG","pH","24HR",7.385,15
"1194","Sc. B_B11&13.xlsx","B-B13","ABG","pH","48HR",7.397,15
"1195","Sc. B_B11&13.xlsx","B-B13",NA,"AST","BL",95,15
"1196","Sc. B_B11&13.xlsx","B-B13",NA,"AST","EOR",82,15
"1197","Sc. B_B11&13.xlsx","B-B13",NA,"AST","EOB",108,15
"1198","Sc. B_B11&13.xlsx","B-B13",NA,"AST","24HR",37,15
"1199","Sc. B_B11&13.xlsx","B-B13",NA,"AST","48HR",7,15
"1200","Sc. B_B11&13.xlsx","B-B13",NA,"AST","BL",9.5,15
"1201","Sc. B_B11&13.xlsx","B-B13",NA,"AST","EOR",9.8,15
"1202","Sc. B_B11&13.xlsx","B-B13",NA,"AST","EOB",12.1,15
"1203","Sc. B_B11&13.xlsx","B-B13",NA,"AST","24HR",9.5,15
"1204","Sc. B_B11&13.xlsx","B-B13",NA,"AST","48HR",21.4,15
"1205","Sc. B_B11&13.xlsx","B-B11",NA,"Hct","BL",38.7,15
"1206","Sc. B_B11&13.xlsx","B-B11",NA,"Hct","EOS",25.4,15
"1207","Sc. B_B11&13.xlsx","B-B11",NA,"Hct","EOR",30,15
"1208","Sc. B_B11&13.xlsx","B-B11",NA,"Hct","EOB",36.7,15
"1209","Sc. B_B11&13.xlsx","B-B11",NA,"Hct","24HR",29.9,15
"1210","Sc. B_B11&13.xlsx","B-B11",NA,"Hct","48HR",31.3,15
"1211","Sc. B_B11&13.xlsx","B-B11",NA,"pCO2","BL",39.3,15
"1212","Sc. B_B11&13.xlsx","B-B11",NA,"pCO2","EOS",36.1,15
"1213","Sc. B_B11&13.xlsx","B-B11",NA,"pCO2","EOR",39.4,15
"1214","Sc. B_B11&13.xlsx","B-B11",NA,"pCO2","10%",38.9,15
"1215","Sc. B_B11&13.xlsx","B-B11",NA,"pCO2","7.5%",37.2,15
"1216","Sc. B_B11&13.xlsx","B-B11",NA,"pCO2","5%",37.5,15
"1217","Sc. B_B11&13.xlsx","B-B11",NA,"pCO2","2.5%",37.6,15
"1218","Sc. B_B11&13.xlsx","B-B11",NA,"pCO2","EOB",37.6,15
"1219","Sc. B_B11&13.xlsx","B-B11",NA,"pCO2","24HR",39.7,15
"1220","Sc. B_B11&13.xlsx","B-B11",NA,"pCO2","48HR",35.3,15
"1221","Sc. B_B11&13.xlsx","B-B11",NA,"ALT","BL",108,15
"1222","Sc. B_B11&13.xlsx","B-B11",NA,"ALT","EOR",95,15
"1223","Sc. B_B11&13.xlsx","B-B11",NA,"ALT","EOB",125,15
"1224","Sc. B_B11&13.xlsx","B-B11",NA,"ALT","24HR",123,15
"1225","Sc. B_B11&13.xlsx","B-B11",NA,"ALT","48HR",103,15
"1226","Sc. B_B11&13.xlsx","B-B11",NA,"ALT","BL",17.9,15
"1227","Sc. B_B11&13.xlsx","B-B11",NA,"ALT","EOR",40.5,15
"1228","Sc. B_B11&13.xlsx","B-B11",NA,"ALT","EOB",12.2,15
"1229","Sc. B_B11&13.xlsx","B-B11",NA,"ALT","24HR",13.7,15
"1230","Sc. B_B11&13.xlsx","B-B11",NA,"ALT","48HR",12.1,15
"1231","Sc. B_B11&13.xlsx","B-B13",NA,"Hct","BL",27.2,15
"1232","Sc. B_B11&13.xlsx","B-B13",NA,"Hct","EOS",16.3,15
"1233","Sc. B_B11&13.xlsx","B-B13",NA,"Hct","EOR",20.8,15
"1234","Sc. B_B11&13.xlsx","B-B13",NA,"Hct","EOB",22.6,15
"1235","Sc. B_B11&13.xlsx","B-B13",NA,"Hct","24HR",23.4,15
"1236","Sc. B_B11&13.xlsx","B-B13",NA,"Hct","48HR",26,15
"1237","Sc. B_B11&13.xlsx","B-B13",NA,"pCO2","BL",12.3,15
"1238","Sc. B_B11&13.xlsx","B-B13",NA,"pCO2","EOS",38.1,15
"1239","Sc. B_B11&13.xlsx","B-B13",NA,"pCO2","EOR",47.1,15
"1240","Sc. B_B11&13.xlsx","B-B13",NA,"pCO2","10%",39.7,15
"1241","Sc. B_B11&13.xlsx","B-B13",NA,"pCO2","7.5%",37.2,15
"1242","Sc. B_B11&13.xlsx","B-B13",NA,"pCO2","5%",35.5,15
"1243","Sc. B_B11&13.xlsx","B-B13",NA,"pCO2","2.5%",34.6,15
"1244","Sc. B_B11&13.xlsx","B-B13",NA,"pCO2","EOB",37.9,15
"1245","Sc. B_B11&13.xlsx","B-B13",NA,"pCO2","24HR",49.8,15
"1246","Sc. B_B11&13.xlsx","B-B13",NA,"pCO2","48HR",49.9,15
